customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00167,2014-10-19,Silver,Premium,25-34,Store,Brunswick,3,1754.21,True,3056,VIC,Australia,ja,Paid Search,Active,Desktop,inbox.example,2,Essential only
CUS00168,2015-04-26,Silver,Mainstream,45-54,Mobile,Northcote,14,8785.87,True,3070,VIC,Australia,ru,Referral,Active,Mobile,example.net,1,Weekly
CUS00169,2017-11-03,Silver,Premium,25-34,Mobile,St Kilda,6,5094.77,False,3182,VIC,Australia,zh,Store,Active,Tablet,inbox.example,2,Monthly
CUS00170,2014-11-19,Bronze,Mainstream,25-34,Web,Docklands,0,541.5,True,3008,VIC,Australia,pl,Store,Active,Mobile,mail.test,2,Quarterly
CUS00171,2017-09-22,Bronze,Value,55+,Web,Melbourne,19,9937.4,False,3000,VIC,Australia,es,Social,Active,Tablet,mail.test,3-4,Essential only
CUS00172,2017-12-16,Gold,Small Business,25-34,Store,Melbourne,21,6642.21,True,3000,VIC,Australia,ar,Organic,Active,Mobile,inbox.example,1,Monthly
CUS00173,2016-03-14,Bronze,Value,55+,Mobile,St Kilda,5,1314.13,True,3182,VIC,Australia,ja,Social,Active,Desktop,inbox.example,1,Quarterly
CUS00174,2014-10-16,Bronze,Small Business,55+,Store,Hawthorn,4,3949.08,True,3122,VIC,Australia,zh,Referral,Active,Tablet,example.net,1,Quarterly
CUS00175,2015-12-02,Silver,Premium,35-44,Store,Docklands,7,3911.24,True,3008,VIC,Australia,de,Referral,Active,Mobile,inbox.example,5+,Weekly
CUS00176,2016-09-02,Gold,Mainstream,35-44,Store,Hawthorn,16,4403.12,True,3122,VIC,Australia,nl,Social,Active,Tablet,example.net,2,Essential only
CUS00177,2016-04-21,Silver,Mainstream,18-24,Store,Southbank,4,1702.73,False,3006,VIC,Australia,hi,Organic,Active,Desktop,mail.test,2,Essential only
CUS00178,2015-03-12,Silver,Value,55+,Store,Footscray,14,2765.6,True,3011,VIC,Australia,pt,Referral,Active,Tablet,inbox.example,2,Essential only
CUS00179,2016-01-27,Platinum,Premium,18-24,Web,Footscray,10,7076.14,True,3011,VIC,Australia,nl,Store,Active,Mobile,inbox.example,1,Quarterly
CUS00180,2017-05-14,Bronze,Small Business,35-44,Web,Richmond,16,4988.56,True,3121,VIC,Australia,en,Referral,Dormant,Desktop,mail.test,3-4,Quarterly
CUS00181,2013-03-16,Gold,Mainstream,18-24,Web,Melbourne,13,8270.06,True,3000,VIC,Australia,it,Organic,Active,Mobile,example.net,2,Weekly
CUS00182,2017-06-26,Gold,Mainstream,35-44,Mobile,Southbank,21,12045.01,True,3006,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,5+,Monthly
CUS00183,2013-10-13,Gold,Small Business,45-54,Mobile,Docklands,0,619.64,True,3008,VIC,Australia,zh,Paid Search,Active,Mobile,inbox.example,1,Essential only
CUS00184,2015-04-02,Silver,Small Business,25-34,Store,Hawthorn,21,18368.77,True,3122,VIC,Australia,hi,Store,Active,Desktop,example.net,2,Weekly
CUS00185,2013-08-09,Bronze,Mainstream,25-34,Web,Hawthorn,13,1238.8,False,3122,VIC,Australia,pt,Store,Active,Mobile,mail.test,3-4,Quarterly
CUS00186,2014-11-09,Silver,Premium,18-24,Mobile,Richmond,9,6894.7,True,3121,VIC,Australia,nl,Organic,Dormant,Desktop,example.net,5+,Monthly
CUS00187,2017-06-20,Gold,Mainstream,55+,Store,Richmond,2,1653.22,True,3121,VIC,Australia,es,Store,Active,Tablet,inbox.example,2,Weekly
CUS00188,2017-12-10,Bronze,Value,25-34,Store,Brunswick,21,4934.87,True,3056,VIC,Australia,es,Social,Active,Mobile,mail.test,2,Weekly
CUS00189,2017-12-16,Silver,Mainstream,18-24,Store,Melbourne,19,15639.58,True,3000,VIC,Australia,hi,Paid Search,Active,Tablet,mail.test,5+,Weekly
CUS00190,2017-08-21,Silver,Mainstream,45-54,Web,Northcote,19,6974.26,True,3070,VIC,Australia,ru,Social,Active,Desktop,example.net,5+,Essential only
CUS00191,2016-07-02,Gold,Value,55+,Web,Hawthorn,2,1519.41,True,3122,VIC,Australia,en,Paid Search,Active,Desktop,example.net,3-4,Quarterly
CUS00192,2014-09-09,Platinum,Value,25-34,Web,Northcote,9,6800.23,True,3070,VIC,Australia,ja,Store,Active,Tablet,mail.test,3-4,Quarterly
CUS00193,2016-11-03,Silver,Mainstream,45-54,Web,Brunswick,0,849.41,True,3056,VIC,Australia,es,Referral,Active,Desktop,example.net,1,Monthly
CUS00194,2016-01-03,Silver,Value,18-24,Web,Docklands,2,1761.39,True,3008,VIC,Australia,ru,Store,Active,Desktop,mail.test,3-4,Essential only
CUS00195,2016-03-04,Bronze,Mainstream,25-34,Mobile,Southbank,20,13070.12,True,3006,VIC,Australia,hi,Social,Active,Desktop,example.net,2,Quarterly
CUS00196,2014-04-08,Bronze,Small Business,35-44,Mobile,Melbourne,8,5103.27,True,3000,VIC,Australia,en,Social,Active,Mobile,inbox.example,3-4,Monthly
CUS00197,2017-11-26,Bronze,Small Business,55+,Mobile,Footscray,0,718.28,True,3011,VIC,Australia,ru,Paid Search,Active,Mobile,inbox.example,1,Essential only
CUS00198,2013-05-21,Gold,Premium,55+,Mobile,Docklands,12,5562.31,False,3008,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,5+,Essential only
CUS00199,2014-05-22,Silver,Value,35-44,Mobile,Melbourne,3,497.57,True,3000,VIC,Australia,pt,Referral,Active,Mobile,example.net,3-4,Weekly
CUS00200,2015-06-19,Bronze,Value,35-44,Store,St Kilda,21,14011.03,True,3182,VIC,Australia,ja,Social,Active,Mobile,example.net,3-4,Essential only
CUS00201,2013-10-15,Gold,Value,25-34,Store,Footscray,0,452.01,True,3011,VIC,Australia,ru,Referral,Active,Tablet,example.net,2,Monthly
CUS00202,2017-09-02,Platinum,Value,18-24,Store,Docklands,9,5104.04,True,3008,VIC,Australia,ar,Social,Active,Mobile,mail.test,1,Monthly
CUS00203,2014-12-05,Bronze,Small Business,35-44,Mobile,Northcote,12,10293.57,True,3070,VIC,Australia,es,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00204,2016-03-15,Bronze,Mainstream,45-54,Mobile,Southbank,21,8593.73,True,3006,VIC,Australia,de,Organic,Active,Desktop,example.net,1,Quarterly
CUS00205,2013-08-04,Silver,Value,18-24,Mobile,Docklands,15,12979.98,True,3008,VIC,Australia,pl,Organic,Active,Mobile,example.net,5+,Essential only
CUS00206,2013-10-17,Silver,Premium,45-54,Mobile,Footscray,19,4898.71,True,3011,VIC,Australia,ru,Store,Review,Mobile,inbox.example,5+,Quarterly
CUS00207,2014-04-06,Gold,Mainstream,18-24,Store,Melbourne,0,471.4,True,3000,VIC,Australia,nl,Referral,Active,Tablet,mail.test,2,Monthly
CUS00208,2017-08-11,Gold,Value,35-44,Mobile,Footscray,9,5306.19,True,3011,VIC,Australia,fr,Paid Search,Active,Desktop,inbox.example,3-4,Essential only
CUS00209,2016-04-20,Bronze,Premium,55+,Mobile,Northcote,7,4389.92,True,3070,VIC,Australia,de,Paid Search,Active,Desktop,mail.test,2,Monthly
CUS00210,2014-06-12,Silver,Value,25-34,Store,Southbank,15,5740.4,False,3006,VIC,Australia,fr,Organic,Active,Desktop,example.net,5+,Essential only
CUS00211,2013-03-19,Bronze,Value,25-34,Web,Docklands,21,2735.22,True,3008,VIC,Australia,zh,Store,Dormant,Tablet,inbox.example,3-4,Weekly
CUS00212,2014-12-13,Bronze,Small Business,25-34,Store,Southbank,4,1212.07,True,3006,VIC,Australia,ja,Paid Search,Active,Desktop,inbox.example,5+,Weekly
CUS00213,2016-11-08,Silver,Value,18-24,Store,Footscray,20,13295.39,True,3011,VIC,Australia,en,Paid Search,Active,Tablet,mail.test,5+,Essential only
CUS00214,2016-02-01,Silver,Small Business,25-34,Web,Northcote,10,2928.81,True,3070,VIC,Australia,fr,Social,Active,Tablet,mail.test,3-4,Quarterly
CUS00215,2017-10-03,Bronze,Value,45-54,Mobile,Northcote,5,3241.6,True,3070,VIC,Australia,en,Organic,Active,Tablet,mail.test,2,Weekly
CUS00216,2016-02-27,Gold,Value,45-54,Web,Carlton,15,8565.63,False,3053,VIC,Australia,hi,Paid Search,Active,Tablet,mail.test,2,Weekly
CUS00217,2017-03-20,Silver,Value,18-24,Store,Brunswick,12,5269.52,False,3056,VIC,Australia,ru,Paid Search,Active,Mobile,inbox.example,2,Weekly
CUS00218,2017-09-17,Silver,Value,35-44,Web,Hawthorn,13,8938.12,True,3122,VIC,Australia,es,Referral,Active,Desktop,example.net,5+,Essential only
CUS00219,2015-07-13,Bronze,Small Business,45-54,Web,Footscray,7,4961.96,True,3011,VIC,Australia,fr,Store,Active,Desktop,inbox.example,3-4,Weekly
CUS00220,2016-06-17,Silver,Small Business,18-24,Mobile,Melbourne,15,2363.53,True,3000,VIC,Australia,es,Social,Active,Mobile,inbox.example,2,Monthly
CUS00221,2017-09-15,Bronze,Premium,18-24,Mobile,Richmond,6,5946.71,False,3121,VIC,Australia,pt,Social,Active,Desktop,example.net,3-4,Quarterly
CUS00222,2016-05-02,Bronze,Small Business,55+,Store,Brunswick,0,206.21,True,3056,VIC,Australia,en,Store,Active,Desktop,mail.test,1,Weekly
CUS00223,2015-10-02,Silver,Premium,35-44,Mobile,Richmond,3,2271.56,False,3121,VIC,Australia,fr,Paid Search,Active,Desktop,example.net,5+,Quarterly
CUS00224,2013-11-21,Bronze,Mainstream,45-54,Web,Southbank,9,3872.45,True,3006,VIC,Australia,ru,Store,Active,Tablet,mail.test,2,Monthly
CUS00225,2013-08-21,Bronze,Small Business,18-24,Store,Richmond,17,8976.96,False,3121,VIC,Australia,ar,Store,Active,Tablet,inbox.example,2,Essential only
CUS00226,2017-03-09,Bronze,Premium,18-24,Mobile,Carlton,0,379.33,True,3053,VIC,Australia,ar,Organic,Active,Desktop,inbox.example,2,Monthly
CUS00227,2016-02-26,Silver,Value,45-54,Mobile,Docklands,1,269.44,True,3008,VIC,Australia,nl,Organic,Active,Tablet,inbox.example,1,Essential only
CUS00228,2015-06-16,Silver,Mainstream,45-54,Web,Carlton,14,9193.66,True,3053,VIC,Australia,pt,Paid Search,Active,Mobile,inbox.example,1,Monthly
CUS00229,2016-06-04,Bronze,Value,45-54,Mobile,Northcote,6,3192.4,True,3070,VIC,Australia,it,Paid Search,Active,Tablet,mail.test,3-4,Monthly
CUS00230,2014-02-12,Bronze,Mainstream,18-24,Web,St Kilda,5,648.76,True,3182,VIC,Australia,pl,Social,Active,Mobile,example.net,1,Weekly
CUS00231,2013-03-14,Silver,Mainstream,35-44,Store,Southbank,17,6174.06,False,3006,VIC,Australia,de,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00232,2014-06-01,Bronze,Premium,35-44,Mobile,St Kilda,12,1291.25,True,3182,VIC,Australia,zh,Paid Search,Active,Mobile,mail.test,2,Quarterly
CUS00233,2017-03-05,Bronze,Mainstream,18-24,Web,Richmond,12,7392.28,True,3121,VIC,Australia,de,Social,Active,Tablet,mail.test,2,Monthly
CUS00234,2017-03-10,Gold,Value,18-24,Web,Southbank,18,15562.98,True,3006,VIC,Australia,ja,Paid Search,Dormant,Mobile,inbox.example,3-4,Quarterly
CUS00235,2017-10-26,Platinum,Value,55+,Store,Hawthorn,6,4416.43,True,3122,VIC,Australia,nl,Paid Search,Active,Desktop,inbox.example,2,Essential only
CUS00236,2015-10-16,Bronze,Value,25-34,Store,Melbourne,8,8058.0,True,3000,VIC,Australia,en,Referral,Active,Mobile,inbox.example,2,Monthly
CUS00237,2015-06-14,Silver,Value,18-24,Web,Carlton,0,811.92,True,3053,VIC,Australia,de,Paid Search,Dormant,Tablet,mail.test,2,Essential only
CUS00238,2016-01-12,Gold,Small Business,55+,Mobile,Southbank,16,9596.45,False,3006,VIC,Australia,fr,Organic,Active,Desktop,inbox.example,3-4,Essential only
CUS00239,2016-03-06,Bronze,Value,45-54,Web,Richmond,14,5286.85,True,3121,VIC,Australia,zh,Social,Active,Tablet,inbox.example,2,Quarterly
CUS00240,2013-05-21,Bronze,Mainstream,45-54,Mobile,Brunswick,15,13346.7,False,3056,VIC,Australia,ar,Paid Search,Active,Mobile,example.net,5+,Essential only
CUS00241,2017-02-09,Silver,Value,35-44,Store,St Kilda,2,1926.65,True,3182,VIC,Australia,ru,Social,Active,Mobile,inbox.example,5+,Essential only
CUS00242,2013-06-21,Silver,Mainstream,55+,Mobile,Carlton,7,5702.3,True,3053,VIC,Australia,nl,Social,Active,Tablet,example.net,1,Essential only
CUS00243,2015-02-20,Bronze,Premium,55+,Web,Southbank,14,12321.39,False,3006,VIC,Australia,hi,Store,Active,Desktop,inbox.example,5+,Quarterly
CUS00244,2015-12-23,Silver,Mainstream,18-24,Mobile,Melbourne,8,2649.06,True,3000,VIC,Australia,it,Store,Active,Tablet,inbox.example,1,Weekly
CUS00245,2013-02-10,Silver,Value,45-54,Store,Brunswick,7,6502.83,False,3056,VIC,Australia,hi,Organic,Active,Tablet,inbox.example,1,Essential only
CUS00246,2015-01-19,Silver,Mainstream,45-54,Mobile,Richmond,9,6579.94,True,3121,VIC,Australia,ru,Store,Active,Mobile,inbox.example,5+,Essential only
CUS00247,2016-05-02,Gold,Mainstream,55+,Store,Hawthorn,14,2126.54,True,3122,VIC,Australia,es,Social,Active,Desktop,inbox.example,3-4,Essential only
CUS00248,2016-03-10,Silver,Mainstream,25-34,Store,Richmond,16,1725.45,False,3121,VIC,Australia,es,Referral,Active,Mobile,mail.test,3-4,Essential only
CUS00249,2013-10-11,Gold,Premium,45-54,Mobile,Southbank,18,11129.68,True,3006,VIC,Australia,fr,Store,Active,Desktop,inbox.example,5+,Monthly
CUS00250,2015-10-19,Bronze,Small Business,25-34,Web,Melbourne,18,10055.26,True,3000,VIC,Australia,pl,Organic,Active,Desktop,inbox.example,1,Essential only
CUS00251,2015-04-02,Bronze,Mainstream,35-44,Web,Richmond,7,3600.85,True,3121,VIC,Australia,pl,Organic,Active,Tablet,inbox.example,2,Monthly
CUS00252,2013-04-03,Silver,Value,18-24,Web,Melbourne,5,3622.82,True,3000,VIC,Australia,pt,Store,Active,Tablet,example.net,3-4,Essential only
CUS00253,2017-04-25,Bronze,Premium,35-44,Mobile,Hawthorn,9,3344.39,True,3122,VIC,Australia,hi,Social,Active,Mobile,example.net,5+,Weekly
CUS00254,2014-11-02,Bronze,Premium,45-54,Mobile,Docklands,17,4437.41,True,3008,VIC,Australia,hi,Store,Active,Mobile,example.net,5+,Quarterly
CUS00255,2016-07-26,Bronze,Value,25-34,Mobile,Brunswick,14,11757.13,True,3056,VIC,Australia,de,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00256,2013-01-06,Gold,Premium,18-24,Mobile,Carlton,3,1323.06,True,3053,VIC,Australia,es,Referral,Active,Tablet,mail.test,1,Quarterly
CUS00257,2013-05-04,Bronze,Value,18-24,Store,Hawthorn,2,667.88,True,3122,VIC,Australia,pt,Referral,Active,Tablet,example.net,5+,Essential only
CUS00258,2016-06-14,Silver,Premium,18-24,Mobile,St Kilda,2,415.24,True,3182,VIC,Australia,es,Paid Search,Active,Mobile,mail.test,2,Essential only
CUS00259,2014-12-27,Bronze,Premium,55+,Web,Footscray,8,6947.54,True,3011,VIC,Australia,ar,Referral,Active,Tablet,example.net,1,Essential only
CUS00260,2013-11-12,Gold,Mainstream,18-24,Mobile,Melbourne,10,9311.97,True,3000,VIC,Australia,pl,Social,Active,Mobile,example.net,5+,Weekly
CUS00261,2017-06-20,Silver,Mainstream,18-24,Store,Brunswick,14,11336.87,True,3056,VIC,Australia,ja,Referral,Active,Desktop,example.net,2,Weekly
CUS00262,2013-12-23,Silver,Value,45-54,Store,Southbank,13,5368.93,True,3006,VIC,Australia,nl,Paid Search,Active,Tablet,mail.test,1,Essential only
CUS00263,2015-04-01,Bronze,Value,25-34,Web,Richmond,17,14504.95,True,3121,VIC,Australia,ja,Store,Active,Desktop,inbox.example,1,Essential only
CUS00264,2014-04-04,Silver,Mainstream,45-54,Mobile,Richmond,20,17295.67,True,3121,VIC,Australia,fr,Organic,Active,Tablet,mail.test,5+,Weekly
CUS00265,2017-09-11,Silver,Small Business,35-44,Store,St Kilda,21,12167.02,True,3182,VIC,Australia,pt,Social,Dormant,Tablet,example.net,3-4,Essential only
CUS00266,2013-07-16,Bronze,Mainstream,35-44,Web,Carlton,19,16947.44,False,3053,VIC,Australia,pl,Paid Search,Active,Desktop,example.net,3-4,Monthly
CUS00267,2017-02-18,Silver,Mainstream,18-24,Mobile,Footscray,9,8619.81,True,3011,VIC,Australia,ar,Referral,Active,Tablet,inbox.example,3-4,Essential only
CUS00268,2015-05-13,Gold,Premium,55+,Mobile,Melbourne,19,11828.99,False,3000,VIC,Australia,ru,Paid Search,Active,Desktop,example.net,2,Weekly
CUS00269,2015-01-21,Bronze,Small Business,18-24,Mobile,Docklands,2,1274.6,True,3008,VIC,Australia,ja,Social,Active,Mobile,mail.test,5+,Quarterly
CUS00270,2013-05-02,Silver,Mainstream,18-24,Web,Southbank,11,4513.02,True,3006,VIC,Australia,ar,Social,Active,Desktop,mail.test,1,Quarterly
CUS00271,2016-03-26,Silver,Premium,45-54,Store,Southbank,2,1329.11,True,3006,VIC,Australia,fr,Paid Search,Active,Mobile,example.net,2,Essential only
CUS00272,2016-05-14,Bronze,Mainstream,18-24,Store,Northcote,6,625.24,False,3070,VIC,Australia,it,Social,Active,Tablet,example.net,1,Essential only
CUS00273,2015-02-24,Bronze,Premium,25-34,Mobile,Southbank,13,11141.83,True,3006,VIC,Australia,zh,Social,Active,Desktop,mail.test,3-4,Monthly
CUS00274,2015-11-24,Gold,Premium,45-54,Web,Brunswick,21,2184.49,False,3056,VIC,Australia,hi,Referral,Active,Desktop,example.net,3-4,Essential only
CUS00275,2015-08-21,Gold,Premium,18-24,Web,Richmond,17,3628.06,True,3121,VIC,Australia,pl,Organic,Active,Desktop,mail.test,1,Monthly
CUS00276,2015-08-17,Bronze,Small Business,35-44,Store,Northcote,14,8588.14,False,3070,VIC,Australia,es,Referral,Dormant,Tablet,inbox.example,3-4,Weekly
CUS00277,2016-01-13,Bronze,Small Business,55+,Mobile,Hawthorn,4,511.78,True,3122,VIC,Australia,ar,Referral,Active,Desktop,example.net,5+,Monthly
CUS00278,2015-09-06,Bronze,Value,25-34,Web,St Kilda,14,8713.09,True,3182,VIC,Australia,en,Paid Search,Active,Tablet,mail.test,3-4,Monthly
CUS00279,2015-01-07,Platinum,Premium,25-34,Mobile,Northcote,4,433.7,True,3070,VIC,Australia,en,Organic,Active,Desktop,inbox.example,3-4,Essential only
CUS00280,2013-12-25,Platinum,Premium,55+,Web,Footscray,1,417.05,True,3011,VIC,Australia,fr,Social,Active,Tablet,mail.test,5+,Quarterly
CUS00281,2014-11-08,Gold,Small Business,35-44,Mobile,Richmond,10,3359.53,True,3121,VIC,Australia,nl,Paid Search,Active,Desktop,mail.test,2,Essential only
CUS00282,2013-09-17,Bronze,Mainstream,45-54,Mobile,Melbourne,17,2097.55,True,3000,VIC,Australia,de,Organic,Active,Mobile,example.net,1,Monthly
CUS00283,2017-08-09,Bronze,Value,25-34,Web,Richmond,4,3823.75,True,3121,VIC,Australia,ar,Referral,Active,Tablet,inbox.example,3-4,Monthly
CUS00284,2015-02-18,Bronze,Value,18-24,Mobile,Footscray,18,8334.79,True,3011,VIC,Australia,it,Referral,Active,Desktop,example.net,2,Monthly
CUS00285,2014-07-21,Bronze,Premium,25-34,Store,Carlton,3,2590.62,True,3053,VIC,Australia,nl,Social,Active,Desktop,inbox.example,5+,Quarterly
CUS00286,2015-08-01,Platinum,Premium,55+,Store,Southbank,17,13557.82,False,3006,VIC,Australia,de,Organic,Active,Mobile,inbox.example,5+,Essential only
CUS00287,2014-09-24,Silver,Mainstream,35-44,Store,Docklands,2,2653.99,False,3008,VIC,Australia,de,Organic,Active,Mobile,example.net,2,Quarterly
CUS00288,2013-12-03,Gold,Small Business,55+,Web,Carlton,13,2728.29,True,3053,VIC,Australia,ja,Social,Active,Desktop,example.net,2,Quarterly
CUS00289,2014-09-14,Silver,Mainstream,35-44,Store,Richmond,11,9675.21,True,3121,VIC,Australia,nl,Social,Active,Tablet,inbox.example,1,Weekly
CUS00290,2013-11-05,Bronze,Premium,55+,Store,Docklands,11,5623.36,True,3008,VIC,Australia,pl,Social,Active,Tablet,example.net,3-4,Monthly
CUS00291,2015-12-17,Gold,Small Business,18-24,Store,Melbourne,11,1389.81,True,3000,VIC,Australia,ru,Referral,Active,Mobile,example.net,3-4,Essential only
CUS00292,2017-06-05,Bronze,Premium,55+,Web,Docklands,1,488.61,True,3008,VIC,Australia,pl,Referral,Active,Desktop,mail.test,3-4,Essential only
CUS00293,2015-07-12,Silver,Premium,45-54,Store,Docklands,4,3495.48,True,3008,VIC,Australia,zh,Paid Search,Active,Tablet,mail.test,2,Weekly
CUS00294,2015-05-06,Bronze,Value,35-44,Store,Richmond,13,10650.62,True,3121,VIC,Australia,fr,Social,Active,Tablet,inbox.example,5+,Quarterly
CUS00295,2014-06-04,Silver,Small Business,18-24,Web,Hawthorn,4,2366.35,True,3122,VIC,Australia,ar,Social,Active,Mobile,example.net,1,Monthly
CUS00296,2016-03-09,Silver,Value,35-44,Web,Southbank,5,2154.55,True,3006,VIC,Australia,hi,Social,Dormant,Tablet,mail.test,1,Weekly
CUS00297,2015-11-12,Silver,Mainstream,18-24,Store,Hawthorn,0,645.26,False,3122,VIC,Australia,hi,Organic,Active,Tablet,mail.test,3-4,Weekly
CUS00298,2016-09-02,Silver,Small Business,55+,Web,St Kilda,16,9045.55,True,3182,VIC,Australia,pt,Social,Active,Tablet,example.net,2,Quarterly
CUS00299,2016-01-27,Gold,Mainstream,35-44,Mobile,Footscray,16,8004.19,True,3011,VIC,Australia,pt,Organic,Active,Mobile,inbox.example,5+,Weekly
CUS00300,2015-08-19,Gold,Value,18-24,Store,Southbank,9,6627.27,True,3006,VIC,Australia,pl,Organic,Active,Mobile,inbox.example,1,Quarterly
CUS00301,2016-06-05,Bronze,Premium,18-24,Store,Northcote,13,10460.27,False,3070,VIC,Australia,ar,Store,Dormant,Tablet,example.net,5+,Quarterly
CUS00302,2015-05-18,Platinum,Mainstream,45-54,Store,Northcote,17,5496.98,True,3070,VIC,Australia,ja,Store,Active,Desktop,example.net,2,Monthly
CUS00303,2014-04-22,Silver,Mainstream,25-34,Mobile,Hawthorn,16,7643.86,False,3122,VIC,Australia,zh,Referral,Active,Tablet,example.net,3-4,Monthly
CUS00304,2017-05-01,Gold,Premium,18-24,Web,St Kilda,14,3904.33,True,3182,VIC,Australia,ru,Store,Active,Mobile,example.net,5+,Essential only
CUS00305,2015-03-18,Bronze,Small Business,25-34,Web,Northcote,19,3151.35,True,3070,VIC,Australia,pt,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00306,2015-08-18,Bronze,Premium,55+,Mobile,Footscray,1,1270.47,False,3011,VIC,Australia,ja,Paid Search,Active,Mobile,inbox.example,2,Essential only
CUS00307,2013-06-20,Bronze,Premium,25-34,Mobile,Hawthorn,15,6952.14,False,3122,VIC,Australia,it,Store,Active,Desktop,inbox.example,2,Monthly
CUS00308,2017-09-27,Bronze,Premium,45-54,Mobile,Melbourne,18,10659.24,True,3000,VIC,Australia,fr,Social,Active,Desktop,inbox.example,3-4,Monthly
CUS00309,2015-12-19,Gold,Value,45-54,Web,Brunswick,1,278.17,False,3056,VIC,Australia,ja,Social,Active,Tablet,example.net,5+,Essential only
CUS00310,2013-12-26,Silver,Premium,45-54,Mobile,Footscray,11,6954.48,False,3011,VIC,Australia,ar,Paid Search,Active,Desktop,mail.test,1,Quarterly
CUS00311,2017-06-13,Silver,Mainstream,45-54,Store,Northcote,8,3038.16,True,3070,VIC,Australia,ru,Organic,Active,Mobile,example.net,2,Monthly
CUS00312,2016-06-04,Bronze,Small Business,45-54,Web,Northcote,5,1082.54,True,3070,VIC,Australia,nl,Referral,Dormant,Desktop,inbox.example,3-4,Quarterly
CUS00313,2013-09-12,Silver,Premium,55+,Store,Footscray,13,7724.79,True,3011,VIC,Australia,zh,Referral,Active,Tablet,mail.test,2,Weekly
CUS00314,2016-05-01,Silver,Small Business,25-34,Mobile,Southbank,12,8502.71,True,3006,VIC,Australia,hi,Referral,Dormant,Desktop,inbox.example,2,Essential only
CUS00315,2017-06-19,Bronze,Premium,18-24,Mobile,Hawthorn,21,5027.57,False,3122,VIC,Australia,zh,Organic,Active,Mobile,example.net,2,Monthly
CUS00316,2016-08-12,Bronze,Mainstream,35-44,Mobile,Brunswick,4,4119.94,True,3056,VIC,Australia,zh,Referral,Active,Desktop,inbox.example,1,Monthly
CUS00317,2015-12-16,Gold,Small Business,18-24,Store,Southbank,0,131.0,True,3006,VIC,Australia,de,Social,Review,Tablet,mail.test,1,Essential only
CUS00318,2015-03-02,Gold,Small Business,18-24,Store,St Kilda,16,9572.17,True,3182,VIC,Australia,de,Social,Active,Desktop,mail.test,1,Essential only
CUS00319,2014-04-27,Gold,Premium,18-24,Store,Northcote,11,7900.88,True,3070,VIC,Australia,ja,Store,Active,Mobile,inbox.example,5+,Quarterly
CUS00320,2013-11-24,Bronze,Value,25-34,Mobile,Melbourne,13,12213.6,True,3000,VIC,Australia,es,Paid Search,Active,Mobile,inbox.example,3-4,Monthly
CUS00321,2015-05-21,Bronze,Small Business,18-24,Store,Footscray,13,3157.25,True,3011,VIC,Australia,pl,Social,Active,Tablet,example.net,2,Essential only
CUS00322,2014-12-10,Silver,Mainstream,35-44,Store,Northcote,7,1458.32,True,3070,VIC,Australia,it,Social,Active,Desktop,inbox.example,3-4,Monthly
CUS00323,2013-06-22,Bronze,Mainstream,25-34,Web,Melbourne,4,1568.57,False,3000,VIC,Australia,zh,Store,Active,Tablet,example.net,1,Monthly
CUS00324,2016-05-23,Gold,Mainstream,25-34,Web,Southbank,17,14961.29,False,3006,VIC,Australia,ja,Store,Active,Mobile,inbox.example,3-4,Weekly
CUS00325,2014-10-06,Bronze,Value,25-34,Mobile,Carlton,16,13803.41,False,3053,VIC,Australia,ar,Referral,Active,Desktop,inbox.example,1,Monthly
CUS00326,2017-08-24,Bronze,Small Business,25-34,Store,Hawthorn,0,866.56,True,3122,VIC,Australia,fr,Paid Search,Active,Desktop,example.net,3-4,Monthly
CUS00327,2014-03-15,Bronze,Small Business,45-54,Mobile,Northcote,14,7521.25,True,3070,VIC,Australia,it,Organic,Active,Desktop,example.net,5+,Quarterly
CUS00328,2017-04-20,Bronze,Mainstream,55+,Mobile,Richmond,21,11706.86,False,3121,VIC,Australia,en,Social,Active,Tablet,example.net,5+,Essential only
CUS00329,2015-10-01,Bronze,Premium,45-54,Store,Richmond,6,1161.28,True,3121,VIC,Australia,it,Store,Active,Tablet,inbox.example,3-4,Quarterly
CUS00330,2017-09-05,Bronze,Small Business,18-24,Mobile,Southbank,4,693.05,True,3006,VIC,Australia,ja,Referral,Active,Tablet,example.net,5+,Essential only
CUS00331,2017-01-06,Silver,Premium,55+,Web,Melbourne,17,8841.96,True,3000,VIC,Australia,en,Referral,Active,Mobile,mail.test,2,Quarterly
CUS00332,2016-08-02,Silver,Small Business,45-54,Mobile,Footscray,8,1039.04,True,3011,VIC,Australia,ru,Referral,Active,Desktop,inbox.example,3-4,Quarterly
CUS00333,2014-01-06,Platinum,Small Business,35-44,Web,Hawthorn,15,9457.74,False,3122,VIC,Australia,pt,Referral,Active,Desktop,example.net,3-4,Weekly
