order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0003409,HORD001080,PRD0929,1,131.55,131.55
HITM0003410,HORD001080,PRD0204,1,1670.01,1670.01
HITM0003411,HORD001080,PRD0105,1,385.04,385.04
HITM0003412,HORD001080,PRD0820,1,31.29,31.29
HITM0003413,HORD001081,PRD0410,1,142.89,142.89
HITM0003414,HORD001081,PRD0808,1,69.84,69.84
HITM0003415,HORD001081,PRD0300,1,243.64,243.64
HITM0003416,HORD001081,PRD0858,1,363.41,363.41
HITM0003417,HORD001082,PRD0950,1,238.05,238.05
HITM0003418,HORD001082,PRD0159,1,897.22,897.22
HITM0003419,HORD001082,PRD0746,1,187.06,187.06
HITM0003420,HORD001082,PRD0469,2,274.61,549.22
HITM0003421,HORD001083,PRD0139,1,1069.24,1069.24
HITM0003422,HORD001083,PRD0661,1,1942.53,1942.53
HITM0003423,HORD001083,PRD0786,2,326.86,653.72
HITM0003424,HORD001084,PRD0621,3,1360.63,4081.89
HITM0003425,HORD001084,PRD0525,1,135.44,135.44
HITM0003426,HORD001084,PRD0698,2,981.72,1963.44
HITM0003427,HORD001084,PRD0019,1,353.47,353.47
HITM0003428,HORD001085,PRD0585,1,101.78,101.78
HITM0003429,HORD001085,PRD0225,1,1003.93,1003.93
HITM0003430,HORD001086,PRD0343,1,1288.78,1288.78
HITM0003431,HORD001086,PRD0491,2,2056.04,4112.08
HITM0003432,HORD001086,PRD0051,1,1390.84,1390.84
HITM0003433,HORD001086,PRD0855,1,204.55,204.55
HITM0003434,HORD001087,PRD0115,2,671.68,1343.36
HITM0003435,HORD001087,PRD0963,1,648.79,648.79
HITM0003436,HORD001087,PRD0476,1,658.84,658.84
HITM0003437,HORD001088,PRD0068,1,327.08,327.08
HITM0003438,HORD001088,PRD0051,1,1390.84,1390.84
HITM0003439,HORD001089,PRD0998,1,366.72,366.72
HITM0003440,HORD001089,PRD0206,1,190.8,190.8
HITM0003441,HORD001089,PRD0209,1,327.08,327.08
HITM0003442,HORD001089,PRD0692,1,1665.58,1665.58
HITM0003443,HORD001090,PRD0115,1,671.68,671.68
HITM0003444,HORD001091,PRD0920,1,123.07,123.07
HITM0003445,HORD001091,PRD0391,1,1836.29,1836.29
HITM0003446,HORD001091,PRD0775,3,668.73,2006.19
HITM0003447,HORD001091,PRD0337,2,408.39,816.78
HITM0003448,HORD001092,PRD0517,1,2094.09,2094.09
HITM0003449,HORD001092,PRD0889,1,518.76,518.76
HITM0003450,HORD001092,PRD0711,2,1902.91,3805.82
HITM0003451,HORD001092,PRD0961,1,985.63,985.63
HITM0003452,HORD001092,PRD0538,2,748.35,1496.7
HITM0003453,HORD001093,PRD0753,2,372.43,744.86
HITM0003454,HORD001093,PRD0815,1,962.19,962.19
HITM0003455,HORD001093,PRD0530,1,220.26,220.26
HITM0003456,HORD001093,PRD0078,1,451.23,451.23
HITM0003457,HORD001094,PRD0746,1,187.06,187.06
HITM0003458,HORD001094,PRD0639,3,1114.83,3344.49
HITM0003459,HORD001094,PRD0347,2,1531.55,3063.1
HITM0003460,HORD001094,PRD0402,1,782.5,782.5
HITM0003461,HORD001095,PRD0091,1,1158.82,1158.82
HITM0003462,HORD001095,PRD0464,1,2149.57,2149.57
HITM0003463,HORD001095,PRD0037,1,873.28,873.28
HITM0003464,HORD001095,PRD0156,1,115.73,115.73
HITM0003465,HORD001096,PRD0484,1,3736.5,3736.5
HITM0003466,HORD001096,PRD0374,1,759.14,759.14
HITM0003467,HORD001097,PRD0966,1,706.39,706.39
HITM0003468,HORD001097,PRD0417,1,1221.03,1221.03
HITM0003469,HORD001097,PRD0009,1,354.96,354.96
HITM0003470,HORD001098,PRD0021,3,1350.17,4050.51
HITM0003471,HORD001098,PRD0826,1,89.12,89.12
HITM0003472,HORD001099,PRD0323,2,1563.09,3126.18
HITM0003473,HORD001099,PRD0418,1,860.3,860.3
HITM0003474,HORD001099,PRD0087,1,2521.54,2521.54
HITM0003475,HORD001099,PRD0405,3,1063.36,3190.08
HITM0003476,HORD001099,PRD0724,1,2896.31,2896.31
HITM0003477,HORD001100,PRD0568,2,299.47,598.94
HITM0003478,HORD001101,PRD0319,1,1438.71,1438.71
HITM0003479,HORD001101,PRD0768,1,73.54,73.54
HITM0003480,HORD001101,PRD0416,1,236.82,236.82
HITM0003481,HORD001101,PRD0084,1,1248.72,1248.72
HITM0003482,HORD001102,PRD0485,2,939.87,1879.74
HITM0003483,HORD001103,PRD0270,1,218.48,218.48
HITM0003484,HORD001103,PRD0325,1,607.53,607.53
HITM0003485,HORD001103,PRD0932,2,326.42,652.84
HITM0003486,HORD001104,PRD0154,1,2205.21,2205.21
HITM0003487,HORD001104,PRD0905,1,470.11,470.11
HITM0003488,HORD001104,PRD0473,2,370.27,740.54
HITM0003489,HORD001105,PRD0746,1,187.06,187.06
HITM0003490,HORD001105,PRD0973,1,573.55,573.55
HITM0003491,HORD001105,PRD0036,2,226.94,453.88
HITM0003492,HORD001105,PRD0100,2,328.27,656.54
HITM0003493,HORD001106,PRD0068,1,327.08,327.08
HITM0003494,HORD001106,PRD0836,1,610.89,610.89
HITM0003495,HORD001106,PRD0010,2,39.45,78.9
HITM0003496,HORD001107,PRD0981,1,2778.15,2778.15
HITM0003497,HORD001107,PRD0046,1,192.34,192.34
HITM0003498,HORD001107,PRD0606,1,49.01,49.01
HITM0003499,HORD001107,PRD0249,1,1215.99,1215.99
HITM0003500,HORD001107,PRD0738,1,520.03,520.03
HITM0003501,HORD001108,PRD0308,1,524.45,524.45
HITM0003502,HORD001108,PRD0827,2,1653.52,3307.04
HITM0003503,HORD001108,PRD0986,1,419.88,419.88
HITM0003504,HORD001109,PRD0540,3,301.77,905.31
HITM0003505,HORD001109,PRD0258,1,816.42,816.42
HITM0003506,HORD001109,PRD0249,1,1215.99,1215.99
HITM0003507,HORD001109,PRD0655,1,424.11,424.11
HITM0003508,HORD001109,PRD0520,2,188.8,377.6
HITM0003509,HORD001110,PRD0500,2,162.81,325.62
HITM0003510,HORD001110,PRD0366,1,428.57,428.57
HITM0003511,HORD001110,PRD0726,1,256.01,256.01
HITM0003512,HORD001111,PRD0391,2,1836.29,3672.58
HITM0003513,HORD001111,PRD0020,2,148.97,297.94
HITM0003514,HORD001111,PRD0560,2,258.29,516.58
HITM0003515,HORD001112,PRD0210,1,371.54,371.54
HITM0003516,HORD001112,PRD0272,1,839.78,839.78
HITM0003517,HORD001112,PRD0608,1,313.58,313.58
HITM0003518,HORD001112,PRD0831,1,1878.68,1878.68
HITM0003519,HORD001113,PRD0877,2,1849.07,3698.14
HITM0003520,HORD001113,PRD0961,1,985.63,985.63
HITM0003521,HORD001113,PRD0260,1,86.88,86.88
HITM0003522,HORD001113,PRD0298,1,580.86,580.86
HITM0003523,HORD001113,PRD0929,1,131.55,131.55
HITM0003524,HORD001114,PRD0197,2,847.92,1695.84
HITM0003525,HORD001114,PRD0812,1,1404.46,1404.46
HITM0003526,HORD001115,PRD0436,1,112.2,112.2
HITM0003527,HORD001115,PRD0188,3,861.47,2584.41
HITM0003528,HORD001116,PRD0509,1,400.59,400.59
HITM0003529,HORD001116,PRD0790,1,55.39,55.39
HITM0003530,HORD001117,PRD0067,2,2053.61,4107.22
HITM0003531,HORD001117,PRD0511,1,1297.34,1297.34
HITM0003532,HORD001117,PRD0069,1,398.01,398.01
HITM0003533,HORD001118,PRD0849,1,115.9,115.9
HITM0003534,HORD001118,PRD0774,2,1734.69,3469.38
HITM0003535,HORD001118,PRD0455,1,243.16,243.16
HITM0003536,HORD001119,PRD0544,1,650.3,650.3
HITM0003537,HORD001119,PRD0649,2,985.02,1970.04
HITM0003538,HORD001119,PRD0210,1,371.54,371.54
HITM0003539,HORD001120,PRD0634,1,3567.92,3567.92
HITM0003540,HORD001120,PRD0872,1,588.52,588.52
HITM0003541,HORD001120,PRD0648,1,389.72,389.72
HITM0003542,HORD001120,PRD0990,1,373.88,373.88
HITM0003543,HORD001121,PRD0985,1,77.36,77.36
HITM0003544,HORD001121,PRD0147,1,1910.7,1910.7
HITM0003545,HORD001121,PRD0490,1,63.94,63.94
HITM0003546,HORD001122,PRD0301,1,2638.87,2638.87
HITM0003547,HORD001122,PRD0077,1,604.37,604.37
HITM0003548,HORD001122,PRD0130,1,183.26,183.26
HITM0003549,HORD001123,PRD0250,1,329.47,329.47
HITM0003550,HORD001123,PRD0542,1,1733.18,1733.18
HITM0003551,HORD001123,PRD0469,2,274.61,549.22
HITM0003552,HORD001124,PRD0700,3,206.13,618.39
HITM0003553,HORD001124,PRD0330,1,51.67,51.67
HITM0003554,HORD001124,PRD0604,1,2778.09,2778.09
HITM0003555,HORD001125,PRD0678,2,904.89,1809.78
HITM0003556,HORD001125,PRD0106,1,840.97,840.97
HITM0003557,HORD001126,PRD0640,1,23.59,23.59
HITM0003558,HORD001126,PRD0215,1,616.18,616.18
HITM0003559,HORD001126,PRD0385,1,1062.27,1062.27
HITM0003560,HORD001126,PRD0244,1,807.13,807.13
HITM0003561,HORD001127,PRD0520,1,188.8,188.8
HITM0003562,HORD001127,PRD0663,1,1329.29,1329.29
HITM0003563,HORD001127,PRD0567,2,1572.22,3144.44
HITM0003564,HORD001127,PRD0475,1,357.18,357.18
HITM0003565,HORD001128,PRD0105,2,385.04,770.08
HITM0003566,HORD001128,PRD0968,1,861.46,861.46
HITM0003567,HORD001129,PRD0618,1,208.79,208.79
HITM0003568,HORD001129,PRD0024,1,935.75,935.75
HITM0003569,HORD001129,PRD0203,1,489.43,489.43
HITM0003570,HORD001129,PRD0790,1,55.39,55.39
HITM0003571,HORD001130,PRD0350,2,133.96,267.92
HITM0003572,HORD001130,PRD0700,1,206.13,206.13
HITM0003573,HORD001130,PRD0836,1,610.89,610.89
HITM0003574,HORD001130,PRD0468,1,388.69,388.69
HITM0003575,HORD001131,PRD0047,1,663.9,663.9
HITM0003576,HORD001131,PRD0014,1,2897.37,2897.37
HITM0003577,HORD001132,PRD0709,2,1109.44,2218.88
HITM0003578,HORD001132,PRD0463,1,564.14,564.14
HITM0003579,HORD001133,PRD0093,1,401.55,401.55
HITM0003580,HORD001133,PRD0942,1,437.56,437.56
HITM0003581,HORD001133,PRD0946,1,810.85,810.85
HITM0003582,HORD001134,PRD0310,1,161.31,161.31
HITM0003583,HORD001134,PRD0317,1,2197.9,2197.9
HITM0003584,HORD001134,PRD0610,2,167.07,334.14
HITM0003585,HORD001135,PRD0906,2,553.58,1107.16
HITM0003586,HORD001135,PRD0755,1,229.0,229.0
HITM0003587,HORD001135,PRD0850,1,37.87,37.87
HITM0003588,HORD001135,PRD0606,1,49.01,49.01
HITM0003589,HORD001136,PRD0317,1,2197.9,2197.9
HITM0003590,HORD001136,PRD0127,2,1131.95,2263.9
HITM0003591,HORD001136,PRD0655,2,424.11,848.22
HITM0003592,HORD001137,PRD0011,1,2618.24,2618.24
HITM0003593,HORD001137,PRD0244,1,807.13,807.13
HITM0003594,HORD001138,PRD0947,1,934.61,934.61
HITM0003595,HORD001138,PRD0069,1,398.01,398.01
HITM0003596,HORD001138,PRD0257,1,1854.63,1854.63
HITM0003597,HORD001139,PRD0830,1,146.02,146.02
HITM0003598,HORD001139,PRD0173,2,270.07,540.14
HITM0003599,HORD001139,PRD0100,2,328.27,656.54
HITM0003600,HORD001139,PRD0465,2,778.89,1557.78
HITM0003601,HORD001140,PRD0382,1,865.54,865.54
HITM0003602,HORD001140,PRD0171,1,2475.28,2475.28
HITM0003603,HORD001140,PRD0076,1,232.75,232.75
HITM0003604,HORD001141,PRD0408,1,384.62,384.62
HITM0003605,HORD001141,PRD0252,2,879.59,1759.18
HITM0003606,HORD001141,PRD0158,1,224.45,224.45
HITM0003607,HORD001141,PRD0110,1,197.81,197.81
HITM0003608,HORD001141,PRD0610,1,167.07,167.07
HITM0003609,HORD001142,PRD0929,1,131.55,131.55
HITM0003610,HORD001142,PRD0297,1,902.79,902.79
HITM0003611,HORD001142,PRD0388,1,341.67,341.67
HITM0003612,HORD001143,PRD0203,3,489.43,1468.29
HITM0003613,HORD001143,PRD0011,3,2618.24,7854.72
HITM0003614,HORD001144,PRD0584,1,3190.99,3190.99
HITM0003615,HORD001144,PRD0375,2,404.28,808.56
HITM0003616,HORD001144,PRD0079,1,1132.99,1132.99
HITM0003617,HORD001145,PRD0015,2,624.09,1248.18
HITM0003618,HORD001145,PRD0631,1,2987.02,2987.02
HITM0003619,HORD001145,PRD0415,1,191.7,191.7
HITM0003620,HORD001146,PRD0626,1,139.26,139.26
HITM0003621,HORD001146,PRD0818,1,690.8,690.8
HITM0003622,HORD001146,PRD0411,1,2750.24,2750.24
HITM0003623,HORD001147,PRD0180,1,356.72,356.72
HITM0003624,HORD001147,PRD0763,3,950.45,2851.35
HITM0003625,HORD001147,PRD0736,1,171.3,171.3
HITM0003626,HORD001147,PRD0363,1,489.25,489.25
HITM0003627,HORD001147,PRD0086,1,92.8,92.8
HITM0003628,HORD001148,PRD0125,2,108.47,216.94
HITM0003629,HORD001149,PRD0910,1,28.09,28.09
HITM0003630,HORD001149,PRD0486,1,180.26,180.26
HITM0003631,HORD001150,PRD0806,1,499.24,499.24
HITM0003632,HORD001150,PRD0782,1,492.79,492.79
HITM0003633,HORD001150,PRD0022,1,778.88,778.88
HITM0003634,HORD001150,PRD0826,1,89.12,89.12
HITM0003635,HORD001150,PRD0892,2,375.64,751.28
HITM0003636,HORD001151,PRD0615,1,992.86,992.86
HITM0003637,HORD001151,PRD0520,2,188.8,377.6
HITM0003638,HORD001151,PRD0177,1,535.99,535.99
HITM0003639,HORD001151,PRD0911,2,1191.91,2383.82
HITM0003640,HORD001151,PRD0206,1,190.8,190.8
HITM0003641,HORD001152,PRD0488,1,780.13,780.13
HITM0003642,HORD001152,PRD0267,2,2030.91,4061.82
HITM0003643,HORD001152,PRD0255,1,426.01,426.01
HITM0003644,HORD001153,PRD0410,1,142.89,142.89
HITM0003645,HORD001153,PRD0939,1,522.59,522.59
HITM0003646,HORD001153,PRD0642,1,1152.43,1152.43
HITM0003647,HORD001153,PRD0235,1,248.42,248.42
HITM0003648,HORD001154,PRD0353,1,1290.29,1290.29
HITM0003649,HORD001154,PRD0527,3,2128.95,6386.85
HITM0003650,HORD001154,PRD0241,1,2620.83,2620.83
HITM0003651,HORD001154,PRD0028,1,160.23,160.23
HITM0003652,HORD001155,PRD0867,3,822.76,2468.28
HITM0003653,HORD001155,PRD0346,2,519.06,1038.12
HITM0003654,HORD001155,PRD0480,2,168.51,337.02
HITM0003655,HORD001156,PRD0392,2,1492.32,2984.64
HITM0003656,HORD001156,PRD0891,1,2138.63,2138.63
HITM0003657,HORD001156,PRD0840,1,102.1,102.1
HITM0003658,HORD001157,PRD0366,1,428.57,428.57
HITM0003659,HORD001157,PRD0773,2,310.58,621.16
HITM0003660,HORD001158,PRD0186,1,778.69,778.69
HITM0003661,HORD001158,PRD0578,1,383.34,383.34
HITM0003662,HORD001158,PRD0351,1,2529.0,2529.0
HITM0003663,HORD001159,PRD0722,3,1792.17,5376.51
HITM0003664,HORD001159,PRD0340,2,42.57,85.14
HITM0003665,HORD001160,PRD0040,1,201.64,201.64
HITM0003666,HORD001160,PRD0824,1,1647.74,1647.74
HITM0003667,HORD001160,PRD0402,1,782.5,782.5
HITM0003668,HORD001161,PRD0454,1,1438.89,1438.89
HITM0003669,HORD001161,PRD0502,3,553.17,1659.51
HITM0003670,HORD001161,PRD0806,1,499.24,499.24
HITM0003671,HORD001161,PRD0163,1,1059.22,1059.22
HITM0003672,HORD001162,PRD0791,2,2467.42,4934.84
HITM0003673,HORD001162,PRD0874,1,3409.41,3409.41
HITM0003674,HORD001162,PRD0950,1,238.05,238.05
HITM0003675,HORD001163,PRD0176,2,662.86,1325.72
HITM0003676,HORD001163,PRD0908,1,136.87,136.87
HITM0003677,HORD001163,PRD0734,1,3584.06,3584.06
HITM0003678,HORD001164,PRD0417,1,1221.03,1221.03
HITM0003679,HORD001164,PRD0456,1,117.59,117.59
HITM0003680,HORD001165,PRD0454,1,1438.89,1438.89
HITM0003681,HORD001165,PRD0910,1,28.09,28.09
HITM0003682,HORD001165,PRD0862,1,612.88,612.88
HITM0003683,HORD001165,PRD0646,1,609.53,609.53
HITM0003684,HORD001166,PRD0405,1,1063.36,1063.36
HITM0003685,HORD001166,PRD0653,1,514.7,514.7
HITM0003686,HORD001166,PRD0035,1,1129.26,1129.26
HITM0003687,HORD001166,PRD0215,1,616.18,616.18
HITM0003688,HORD001167,PRD0910,1,28.09,28.09
HITM0003689,HORD001167,PRD0847,1,1756.67,1756.67
HITM0003690,HORD001167,PRD0112,2,1578.75,3157.5
HITM0003691,HORD001167,PRD0206,3,190.8,572.4
HITM0003692,HORD001167,PRD0369,1,446.88,446.88
HITM0003693,HORD001168,PRD0454,1,1438.89,1438.89
HITM0003694,HORD001168,PRD0916,1,784.31,784.31
HITM0003695,HORD001168,PRD0559,1,109.7,109.7
HITM0003696,HORD001169,PRD0476,2,658.84,1317.68
HITM0003697,HORD001169,PRD0914,1,2743.18,2743.18
HITM0003698,HORD001169,PRD0738,1,520.03,520.03
HITM0003699,HORD001169,PRD0787,1,1650.81,1650.81
HITM0003700,HORD001170,PRD0925,1,56.69,56.69
HITM0003701,HORD001170,PRD0433,1,1481.25,1481.25
HITM0003702,HORD001170,PRD0525,2,135.44,270.88
HITM0003703,HORD001171,PRD0846,1,417.95,417.95
HITM0003704,HORD001171,PRD0432,1,1637.76,1637.76
HITM0003705,HORD001172,PRD0266,1,186.6,186.6
HITM0003706,HORD001172,PRD0003,1,342.16,342.16
HITM0003707,HORD001172,PRD0421,1,2974.43,2974.43
HITM0003708,HORD001172,PRD0008,1,205.21,205.21
HITM0003709,HORD001173,PRD0897,1,351.24,351.24
HITM0003710,HORD001174,PRD0789,1,928.44,928.44
HITM0003711,HORD001174,PRD0787,2,1650.81,3301.62
HITM0003712,HORD001174,PRD0107,1,559.52,559.52
HITM0003713,HORD001174,PRD0890,1,176.95,176.95
HITM0003714,HORD001174,PRD0637,2,2457.32,4914.64
HITM0003715,HORD001175,PRD0046,1,192.34,192.34
HITM0003716,HORD001176,PRD0269,1,473.87,473.87
HITM0003717,HORD001176,PRD0770,1,410.85,410.85
HITM0003718,HORD001176,PRD0285,1,437.61,437.61
HITM0003719,HORD001176,PRD0395,1,1111.47,1111.47
HITM0003720,HORD001177,PRD0469,1,274.61,274.61
HITM0003721,HORD001177,PRD0482,1,1837.21,1837.21
HITM0003722,HORD001177,PRD0924,1,508.67,508.67
HITM0003723,HORD001178,PRD0850,1,37.87,37.87
HITM0003724,HORD001179,PRD0719,2,876.46,1752.92
HITM0003725,HORD001179,PRD0613,1,1377.73,1377.73
HITM0003726,HORD001179,PRD0525,1,135.44,135.44
HITM0003727,HORD001179,PRD0485,1,939.87,939.87
HITM0003728,HORD001180,PRD0269,1,473.87,473.87
HITM0003729,HORD001180,PRD0336,2,110.53,221.06
HITM0003730,HORD001180,PRD0323,1,1563.09,1563.09
HITM0003731,HORD001181,PRD0348,1,857.27,857.27
HITM0003732,HORD001182,PRD0335,1,235.04,235.04
HITM0003733,HORD001182,PRD0013,1,1361.97,1361.97
HITM0003734,HORD001182,PRD0218,2,409.55,819.1
HITM0003735,HORD001182,PRD0848,1,870.59,870.59
HITM0003736,HORD001183,PRD0328,1,650.32,650.32
HITM0003737,HORD001183,PRD0170,1,275.39,275.39
HITM0003738,HORD001183,PRD0591,2,2930.44,5860.88
HITM0003739,HORD001184,PRD0832,1,1613.0,1613.0
HITM0003740,HORD001184,PRD0161,1,2870.46,2870.46
HITM0003741,HORD001184,PRD0681,3,1969.92,5909.76
HITM0003742,HORD001184,PRD0628,1,904.82,904.82
HITM0003743,HORD001185,PRD0494,1,2689.23,2689.23
HITM0003744,HORD001185,PRD0585,1,101.78,101.78
HITM0003745,HORD001185,PRD0315,1,58.99,58.99
HITM0003746,HORD001186,PRD0946,1,810.85,810.85
HITM0003747,HORD001186,PRD0643,1,530.41,530.41
HITM0003748,HORD001187,PRD0800,1,168.54,168.54
HITM0003749,HORD001187,PRD0006,1,35.37,35.37
HITM0003750,HORD001188,PRD0173,1,270.07,270.07
HITM0003751,HORD001188,PRD0638,1,675.35,675.35
HITM0003752,HORD001189,PRD0147,1,1910.7,1910.7
HITM0003753,HORD001189,PRD0930,2,298.86,597.72
HITM0003754,HORD001189,PRD0795,1,574.53,574.53
HITM0003755,HORD001190,PRD0830,1,146.02,146.02
HITM0003756,HORD001190,PRD0084,1,1248.72,1248.72
HITM0003757,HORD001190,PRD0756,2,61.89,123.78
HITM0003758,HORD001190,PRD0767,1,380.35,380.35
HITM0003759,HORD001191,PRD0866,1,369.1,369.1
HITM0003760,HORD001191,PRD0885,1,689.39,689.39
HITM0003761,HORD001192,PRD0231,1,2838.84,2838.84
HITM0003762,HORD001192,PRD0550,1,229.62,229.62
HITM0003763,HORD001193,PRD0689,2,277.28,554.56
HITM0003764,HORD001193,PRD0079,1,1132.99,1132.99
HITM0003765,HORD001193,PRD0593,2,416.84,833.68
HITM0003766,HORD001193,PRD0397,1,1704.15,1704.15
HITM0003767,HORD001194,PRD0760,1,187.91,187.91
HITM0003768,HORD001194,PRD0296,1,122.37,122.37
HITM0003769,HORD001195,PRD0354,2,1734.06,3468.12
HITM0003770,HORD001195,PRD0917,1,1133.22,1133.22
HITM0003771,HORD001195,PRD0275,1,394.33,394.33
HITM0003772,HORD001195,PRD0876,1,146.18,146.18
HITM0003773,HORD001196,PRD0201,1,1626.1,1626.1
HITM0003774,HORD001196,PRD0062,2,551.76,1103.52
HITM0003775,HORD001196,PRD0857,1,1044.86,1044.86
HITM0003776,HORD001196,PRD0540,1,301.77,301.77
HITM0003777,HORD001197,PRD0384,1,1325.18,1325.18
HITM0003778,HORD001197,PRD0968,1,861.46,861.46
HITM0003779,HORD001197,PRD0629,1,402.79,402.79
HITM0003780,HORD001198,PRD0016,1,346.08,346.08
HITM0003781,HORD001198,PRD0435,2,676.32,1352.64
HITM0003782,HORD001199,PRD0295,2,607.48,1214.96
HITM0003783,HORD001199,PRD0790,1,55.39,55.39
HITM0003784,HORD001199,PRD0161,1,2870.46,2870.46
HITM0003785,HORD001200,PRD0388,1,341.67,341.67
HITM0003786,HORD001200,PRD0732,1,1068.78,1068.78
HITM0003787,HORD001200,PRD0039,1,735.79,735.79
HITM0003788,HORD001201,PRD0700,1,206.13,206.13
HITM0003789,HORD001201,PRD0416,2,236.82,473.64
HITM0003790,HORD001201,PRD0966,1,706.39,706.39
HITM0003791,HORD001201,PRD0539,2,369.11,738.22
HITM0003792,HORD001201,PRD0774,1,1734.69,1734.69
HITM0003793,HORD001202,PRD0036,1,226.94,226.94
HITM0003794,HORD001202,PRD0086,1,92.8,92.8
HITM0003795,HORD001202,PRD0596,1,497.18,497.18
HITM0003796,HORD001203,PRD0396,1,485.87,485.87
HITM0003797,HORD001203,PRD0420,1,277.28,277.28
HITM0003798,HORD001203,PRD0110,1,197.81,197.81
HITM0003799,HORD001203,PRD0359,1,1203.77,1203.77
HITM0003800,HORD001203,PRD0596,1,497.18,497.18
HITM0003801,HORD001204,PRD0675,1,625.06,625.06
HITM0003802,HORD001204,PRD0970,2,107.81,215.62
HITM0003803,HORD001204,PRD0117,1,1668.5,1668.5
HITM0003804,HORD001204,PRD0302,2,462.63,925.26
HITM0003805,HORD001204,PRD0313,1,1045.09,1045.09
HITM0003806,HORD001205,PRD0686,1,208.32,208.32
HITM0003807,HORD001205,PRD0959,1,182.03,182.03
HITM0003808,HORD001205,PRD0201,1,1626.1,1626.1
HITM0003809,HORD001206,PRD0321,1,1488.38,1488.38
HITM0003810,HORD001206,PRD0310,1,161.31,161.31
HITM0003811,HORD001206,PRD0534,1,458.42,458.42
HITM0003812,HORD001207,PRD0430,1,348.93,348.93
HITM0003813,HORD001207,PRD0559,2,109.7,219.4
HITM0003814,HORD001207,PRD0722,1,1792.17,1792.17
HITM0003815,HORD001207,PRD0773,1,310.58,310.58
HITM0003816,HORD001208,PRD0612,1,1437.47,1437.47
HITM0003817,HORD001208,PRD0736,2,171.3,342.6
HITM0003818,HORD001208,PRD0322,2,1216.91,2433.82
HITM0003819,HORD001208,PRD0565,1,515.91,515.91
HITM0003820,HORD001209,PRD0641,1,2668.96,2668.96
HITM0003821,HORD001209,PRD0648,1,389.72,389.72
HITM0003822,HORD001209,PRD0302,1,462.63,462.63
HITM0003823,HORD001210,PRD0995,1,258.22,258.22
HITM0003824,HORD001210,PRD0549,1,850.69,850.69
HITM0003825,HORD001210,PRD0988,1,721.76,721.76
HITM0003826,HORD001211,PRD0615,1,992.86,992.86
HITM0003827,HORD001211,PRD0330,1,51.67,51.67
HITM0003828,HORD001211,PRD0281,1,3193.12,3193.12
HITM0003829,HORD001211,PRD0983,1,863.49,863.49
HITM0003830,HORD001211,PRD0619,1,238.4,238.4
HITM0003831,HORD001212,PRD0955,2,502.79,1005.58
HITM0003832,HORD001212,PRD0539,3,369.11,1107.33
HITM0003833,HORD001212,PRD0947,1,934.61,934.61
HITM0003834,HORD001212,PRD0315,3,58.99,176.97
HITM0003835,HORD001212,PRD0808,1,69.84,69.84
HITM0003836,HORD001213,PRD0182,1,986.88,986.88
HITM0003837,HORD001213,PRD0884,1,2408.23,2408.23
HITM0003838,HORD001213,PRD0264,1,2624.21,2624.21
HITM0003839,HORD001214,PRD0468,1,388.69,388.69
HITM0003840,HORD001214,PRD0472,2,828.5,1657.0
HITM0003841,HORD001214,PRD0726,1,256.01,256.01
HITM0003842,HORD001215,PRD0757,1,915.35,915.35
HITM0003843,HORD001215,PRD0198,1,737.1,737.1
HITM0003844,HORD001215,PRD0763,1,950.45,950.45
HITM0003845,HORD001215,PRD0485,3,939.87,2819.61
HITM0003846,HORD001216,PRD0555,1,955.38,955.38
HITM0003847,HORD001216,PRD0919,2,192.13,384.26
HITM0003848,HORD001216,PRD0408,3,384.62,1153.86
HITM0003849,HORD001216,PRD0029,2,418.31,836.62
HITM0003850,HORD001216,PRD0494,1,2689.23,2689.23
HITM0003851,HORD001217,PRD0573,2,1394.74,2789.48
HITM0003852,HORD001217,PRD0729,1,1304.27,1304.27
HITM0003853,HORD001217,PRD0707,1,1217.98,1217.98
HITM0003854,HORD001217,PRD0911,3,1191.91,3575.73
HITM0003855,HORD001218,PRD0062,2,551.76,1103.52
HITM0003856,HORD001218,PRD0598,1,522.01,522.01
HITM0003857,HORD001218,PRD0790,1,55.39,55.39
HITM0003858,HORD001218,PRD0709,1,1109.44,1109.44
HITM0003859,HORD001218,PRD0270,3,218.48,655.44
HITM0003860,HORD001219,PRD0821,1,979.52,979.52
HITM0003861,HORD001220,PRD0168,1,451.79,451.79
HITM0003862,HORD001220,PRD0534,1,458.42,458.42
HITM0003863,HORD001220,PRD0460,1,289.71,289.71
HITM0003864,HORD001220,PRD0492,1,541.59,541.59
HITM0003865,HORD001221,PRD0467,1,590.42,590.42
HITM0003866,HORD001222,PRD0898,1,197.48,197.48
HITM0003867,HORD001222,PRD0774,1,1734.69,1734.69
HITM0003868,HORD001223,PRD0781,2,2713.32,5426.64
HITM0003869,HORD001223,PRD0646,1,609.53,609.53
HITM0003870,HORD001224,PRD0185,1,325.14,325.14
HITM0003871,HORD001224,PRD0782,1,492.79,492.79
HITM0003872,HORD001224,PRD0761,2,2430.17,4860.34
HITM0003873,HORD001225,PRD0540,1,301.77,301.77
HITM0003874,HORD001225,PRD0418,3,860.3,2580.9
HITM0003875,HORD001226,PRD0647,1,754.04,754.04
HITM0003876,HORD001226,PRD0160,1,21.4,21.4
HITM0003877,HORD001227,PRD0356,1,246.85,246.85
HITM0003878,HORD001227,PRD0156,1,115.73,115.73
HITM0003879,HORD001227,PRD0230,2,34.01,68.02
