product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0169,Candle Shift 268,Networking,Candle,445.45,240.25,2015,24,0.573,SKU-CAN00169,Connected Network,Flux,Green,SUP021,Vietnam,2015-03-03,GST_STANDARD,Protective case,False,True,"connected network designed for connecting several shared household devices, in the flux family and supplied by candle with a 24-month warranty."
PRD0170,Vela Atlas 269,Accessory,Vela,275.39,192.0,2013,12,0.22,SKU-VEL00170,Mobile Accessory,Halo,Gold,SUP022,China,2013-04-09,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for protective storage during travel, in the halo family and supplied by vela with a 12-month warranty."
PRD0171,Candle Flux 270,Laptop,Candle,2475.28,1637.84,2013,24,1.483,SKU-CAN00171,Ultrabook,Lumen,Blue,SUP023,Vietnam,2013-05-12,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the lumen family and supplied by candle with a 24-month warranty."
PRD0172,Vela Pulse 271,Smartphone,Vela,616.06,330.76,2015,24,0.276,SKU-VEL00172,5G Smartphone,Nova,Blue,SUP024,China,2015-01-12,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for work calls and calendar management, in the nova family and supplied by vela with a 24-month warranty."
PRD0173,Candle Vista 272,Tablet,Candle,270.07,167.87,2015,24,0.489,SKU-CAN00173,Productivity Tablet,Orbit,Green,SUP025,Korea,2015-10-06,GST_STANDARD,Protective case,True,False,"productivity tablet designed for field forms and client presentations, in the orbit family and supplied by candle with a 24-month warranty."
PRD0174,Vela Core 273,Home Entertainment,Vela,733.71,524.86,2013,24,7.817,SKU-VEL00174,Smart Display,Pulse,Gold,SUP026,China,2013-10-23,GST_STANDARD,Box,True,True,"smart display designed for family media streaming, in the pulse family and supplied by vela with a 24-month warranty."
PRD0175,Candle Lumen 274,Audio,Candle,340.25,194.57,2013,12,0.349,SKU-CAN00175,Wireless Audio,Quest,Black,SUP027,Malaysia,2013-01-11,GST_STANDARD,Recycled box,True,True,"wireless audio designed for video calls and online classes, in the quest family and supplied by candle with a 12-month warranty."
PRD0176,Vela Ridge 275,Smart Home,Vela,662.86,331.63,2017,12,0.398,SKU-VEL00176,Home Automation,Ridge,Red,SUP028,Korea,2017-03-03,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the ridge family and supplied by vela with a 12-month warranty."
PRD0177,Candle Arc 276,Gaming,Candle,535.99,347.97,2015,24,1.613,SKU-CAN00177,Gaming Hardware,Shift,Red,SUP029,Korea,2015-12-15,GST_STANDARD,Box,False,True,"gaming hardware designed for competitive play and voice communication, in the shift family and supplied by candle with a 24-month warranty."
PRD0178,Vela Echo 277,Wearable,Vela,176.94,132.9,2014,12,0.16,SKU-VEL00178,Health Wearable,Spark,White,SUP030,Korea,2014-08-08,GST_STANDARD,Recycled box,False,True,"health wearable designed for exercise session summaries, in the spark family and supplied by vela with a 12-month warranty."
PRD0179,Candle Orbit 278,Networking,Candle,1477.46,941.6,2013,24,0.813,SKU-CAN00179,Connected Network,Vista,Silver,SUP031,China,2013-09-23,GST_STANDARD,Protective case,True,True,"connected network designed for video meetings and media streaming, in the vista family and supplied by candle with a 24-month warranty."
PRD0180,Vela Spark 279,Accessory,Vela,356.72,245.1,2014,12,0.206,SKU-VEL00180,Mobile Accessory,Wave,Red,SUP032,Vietnam,2014-10-07,GST_STANDARD,Protective case,False,True,"mobile accessory designed for charging-cable organisation, in the wave family and supplied by vela with a 12-month warranty."
PRD0181,Candle Bloom 280,Laptop,Candle,1201.83,848.32,2012,24,2.017,SKU-CAN00181,Ultrabook,Arc,Graphite,SUP033,China,2012-05-20,GST_STANDARD,Protective case,True,True,"ultrabook designed for shared home-office administration, in the arc family and supplied by candle with a 24-month warranty."
PRD0182,Vela Halo 281,Smartphone,Vela,986.88,497.23,2013,24,0.226,SKU-VEL00182,5G Smartphone,Atlas,Black,SUP034,Japan,2013-07-08,GST_STANDARD,Recycled box,False,True,"5g smartphone designed for travel planning and media use, in the atlas family and supplied by vela with a 24-month warranty."
PRD0183,Candle Quest 282,Tablet,Candle,667.61,411.05,2015,24,0.492,SKU-CAN00183,Productivity Tablet,Bloom,Black,SUP035,China,2015-02-08,GST_STANDARD,Protective case,True,True,"productivity tablet designed for family learning and shared browsing, in the bloom family and supplied by candle with a 24-month warranty."
PRD0184,Vela Wave 283,Home Entertainment,Vela,869.57,577.23,2012,24,6.612,SKU-VEL00184,Smart Display,Core,Blue,SUP036,Australia,2012-12-19,GST_STANDARD,Recycled box,False,True,"smart display designed for casual living-room gaming, in the core family and supplied by vela with a 24-month warranty."
PRD0185,Candle Edge 284,Audio,Candle,325.14,157.67,2013,12,0.604,SKU-CAN00185,Wireless Audio,Edge,Graphite,SUP037,Vietnam,2013-12-18,GST_STANDARD,Protective case,False,True,"wireless audio designed for shared-room music playback, in the edge family and supplied by candle with a 12-month warranty."
PRD0186,Vela Nova 285,Smart Home,Vela,778.69,422.06,2014,12,0.268,SKU-VEL00186,Home Automation,Echo,Black,SUP001,Japan,2014-01-27,GST_STANDARD,Recycled box,False,True,"home automation designed for door and window activity alerts, in the echo family and supplied by vela with a 12-month warranty."
PRD0187,Candle Shift 286,Gaming,Candle,1511.07,1102.28,2014,24,1.382,SKU-CAN00187,Gaming Hardware,Flux,Red,SUP002,Japan,2014-10-12,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for portable gaming and travel, in the flux family and supplied by candle with a 24-month warranty."
PRD0188,Vela Atlas 287,Wearable,Vela,861.47,488.95,2012,12,0.13,SKU-VEL00188,Health Wearable,Halo,Green,SUP003,Korea,2012-05-07,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the halo family and supplied by vela with a 12-month warranty."
PRD0189,Candle Flux 288,Networking,Candle,634.68,466.4,2014,24,0.597,SKU-CAN00189,Connected Network,Lumen,Graphite,SUP004,Korea,2014-02-18,GST_STANDARD,Protective case,True,True,"connected network designed for guest-network and device management, in the lumen family and supplied by candle with a 24-month warranty."
PRD0190,Vela Pulse 289,Accessory,Vela,34.34,26.06,2016,12,0.229,SKU-VEL00190,Mobile Accessory,Nova,Black,SUP005,Korea,2016-07-26,GST_STANDARD,Protective case,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the nova family and supplied by vela with a 12-month warranty."
PRD0191,Candle Vista 290,Laptop,Candle,1064.69,586.68,2012,24,1.802,SKU-CAN00191,Ultrabook,Orbit,Red,SUP006,Australia,2012-12-25,GST_STANDARD,Recycled box,True,True,"ultrabook designed for travel-based work and presentations, in the orbit family and supplied by candle with a 24-month warranty."
PRD0192,Vela Core 291,Smartphone,Vela,687.57,502.66,2013,24,0.207,SKU-VEL00192,5G Smartphone,Pulse,Red,SUP007,Vietnam,2013-12-17,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the pulse family and supplied by vela with a 24-month warranty."
PRD0193,Candle Lumen 292,Tablet,Candle,575.14,344.6,2012,24,0.727,SKU-CAN00193,Productivity Tablet,Quest,Gold,SUP008,Australia,2012-01-23,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the quest family and supplied by candle with a 24-month warranty."
PRD0194,Vela Ridge 293,Home Entertainment,Vela,3007.67,2157.46,2012,24,5.651,SKU-VEL00194,Smart Display,Ridge,Black,SUP009,Malaysia,2012-12-19,GST_STANDARD,Protective case,True,True,"smart display designed for presentations and photo viewing, in the ridge family and supplied by vela with a 24-month warranty."
PRD0195,Candle Arc 294,Audio,Candle,951.68,520.05,2015,12,0.499,SKU-CAN00195,Wireless Audio,Shift,White,SUP010,Korea,2015-03-14,GST_STANDARD,Protective case,False,True,"wireless audio designed for long listening sessions at home, in the shift family and supplied by candle with a 12-month warranty."
PRD0196,Vela Echo 295,Smart Home,Vela,373.5,253.0,2013,12,0.397,SKU-VEL00196,Home Automation,Spark,Gold,SUP011,Malaysia,2013-03-25,GST_STANDARD,Box,True,True,"home automation designed for automated blind and curtain routines, in the spark family and supplied by vela with a 12-month warranty."
PRD0197,Candle Orbit 296,Gaming,Candle,847.92,476.94,2017,24,1.621,SKU-CAN00197,Gaming Hardware,Vista,Blue,SUP012,Malaysia,2017-03-13,GST_STANDARD,Box,True,True,"gaming hardware designed for game streaming and media capture, in the vista family and supplied by candle with a 24-month warranty."
PRD0198,Vela Spark 297,Wearable,Vela,737.1,539.75,2013,12,0.162,SKU-VEL00198,Health Wearable,Wave,Green,SUP013,Korea,2013-02-07,GST_STANDARD,Box,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the wave family and supplied by vela with a 12-month warranty."
PRD0199,Candle Bloom 298,Networking,Candle,710.27,529.43,2012,24,0.824,SKU-CAN00199,Connected Network,Arc,Graphite,SUP014,Korea,2012-01-01,GST_STANDARD,Protective case,True,True,"connected network designed for extending coverage between rooms, in the arc family and supplied by candle with a 24-month warranty."
PRD0200,Vela Halo 299,Accessory,Vela,231.67,161.61,2012,12,0.196,SKU-VEL00200,Mobile Accessory,Atlas,Red,SUP015,Vietnam,2012-09-24,GST_STANDARD,Box,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the atlas family and supplied by vela with a 12-month warranty."
PRD0201,Candle Quest 300,Laptop,Candle,1626.1,1090.16,2015,24,1.172,SKU-CAN00201,Ultrabook,Bloom,Silver,SUP016,China,2015-07-25,GST_STANDARD,Protective case,True,True,"ultrabook designed for portable document work and video meetings, in the bloom family and supplied by candle with a 24-month warranty."
PRD0202,Vela Wave 301,Smartphone,Vela,1558.53,766.85,2014,24,0.172,SKU-VEL00202,5G Smartphone,Core,Red,SUP017,Vietnam,2014-04-07,GST_STANDARD,Protective case,True,True,"5g smartphone designed for daily communication and navigation, in the core family and supplied by vela with a 24-month warranty."
PRD0203,Candle Edge 302,Tablet,Candle,489.43,293.25,2013,24,0.55,SKU-CAN00203,Productivity Tablet,Edge,Silver,SUP018,Japan,2013-01-19,GST_STANDARD,Protective case,False,True,"productivity tablet designed for reading, annotation and handwritten notes, in the edge family and supplied by candle with a 24-month warranty."
PRD0204,Vela Nova 303,Home Entertainment,Vela,1670.01,913.9,2015,24,6.515,SKU-VEL00204,Smart Display,Echo,Gold,SUP019,Japan,2015-07-19,GST_STANDARD,Protective case,True,True,"smart display designed for shared film and television viewing, in the echo family and supplied by vela with a 24-month warranty."
PRD0205,Candle Shift 304,Audio,Candle,696.35,482.06,2017,12,0.468,SKU-CAN00205,Wireless Audio,Flux,Green,SUP020,Japan,2017-02-08,GST_STANDARD,Box,False,True,"wireless audio designed for commuting and spoken-content listening, in the flux family and supplied by candle with a 12-month warranty."
PRD0206,Vela Atlas 305,Smart Home,Vela,190.8,131.91,2014,12,0.337,SKU-VEL00206,Home Automation,Halo,Silver,SUP021,Korea,2014-02-16,GST_STANDARD,Box,True,True,"home automation designed for app-controlled room lighting, in the halo family and supplied by vela with a 12-month warranty."
PRD0207,Candle Flux 306,Gaming,Candle,1636.46,855.81,2017,24,1.296,SKU-CAN00207,Gaming Hardware,Lumen,Graphite,SUP022,Japan,2017-07-02,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the lumen family and supplied by candle with a 24-month warranty."
PRD0208,Vela Pulse 307,Wearable,Vela,940.02,553.82,2012,12,0.109,SKU-VEL00208,Health Wearable,Nova,Silver,SUP023,Malaysia,2012-03-16,GST_STANDARD,Box,False,True,"health wearable designed for daily activity and sleep tracking, in the nova family and supplied by vela with a 12-month warranty."
PRD0209,Candle Vista 308,Networking,Candle,327.08,210.92,2014,24,0.707,SKU-CAN00209,Connected Network,Orbit,Black,SUP024,Malaysia,2014-11-21,GST_STANDARD,Recycled box,True,False,"connected network designed for home-office wireless coverage, in the orbit family and supplied by candle with a 24-month warranty."
PRD0210,Vela Core 309,Accessory,Vela,371.54,219.54,2013,12,0.198,SKU-VEL00210,Mobile Accessory,Pulse,Red,SUP025,Malaysia,2013-07-06,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the pulse family and supplied by vela with a 12-month warranty."
PRD0211,Candle Lumen 310,Laptop,Candle,2486.18,1598.31,2015,24,2.034,SKU-CAN00211,Ultrabook,Quest,Silver,SUP026,Malaysia,2015-07-27,GST_STANDARD,Recycled box,False,True,"ultrabook designed for study, research and note taking, in the quest family and supplied by candle with a 24-month warranty."
PRD0212,Vela Ridge 311,Smartphone,Vela,1587.64,826.8,2017,24,0.232,SKU-VEL00212,5G Smartphone,Ridge,Graphite,SUP027,Korea,2017-07-20,GST_STANDARD,Box,False,True,"5g smartphone designed for mobile photography and messaging, in the ridge family and supplied by vela with a 24-month warranty."
PRD0213,Candle Arc 312,Tablet,Candle,1247.62,838.3,2013,24,0.613,SKU-CAN00213,Productivity Tablet,Shift,White,SUP028,Japan,2013-11-21,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for portable media and video calls, in the shift family and supplied by candle with a 24-month warranty."
PRD0214,Vela Echo 313,Home Entertainment,Vela,1445.79,878.75,2012,24,5.356,SKU-VEL00214,Smart Display,Spark,Black,SUP029,Australia,2012-12-10,GST_STANDARD,Box,False,True,"smart display designed for music and spoken-content playback, in the spark family and supplied by vela with a 24-month warranty."
PRD0215,Candle Orbit 314,Audio,Candle,616.18,394.19,2012,12,0.552,SKU-CAN00215,Wireless Audio,Vista,Green,SUP030,Malaysia,2012-11-07,GST_STANDARD,Recycled box,False,True,"wireless audio designed for music during focused desk work, in the vista family and supplied by candle with a 12-month warranty."
PRD0216,Vela Spark 315,Smart Home,Vela,241.98,119.34,2012,12,0.435,SKU-VEL00216,Home Automation,Wave,Green,SUP031,Australia,2012-06-27,GST_STANDARD,Box,True,True,"home automation designed for scheduled control of a household power outlet, in the wave family and supplied by vela with a 12-month warranty."
PRD0217,Candle Bloom 316,Gaming,Candle,1737.26,976.2,2013,24,1.271,SKU-CAN00217,Gaming Hardware,Arc,Gold,SUP032,Vietnam,2013-01-06,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for casual games in a shared room, in the arc family and supplied by candle with a 24-month warranty."
PRD0218,Vela Halo 317,Wearable,Vela,409.55,275.79,2015,12,0.141,SKU-VEL00218,Health Wearable,Atlas,Silver,SUP033,Australia,2015-01-21,GST_STANDARD,Box,True,True,"health wearable designed for walking and commute notifications, in the atlas family and supplied by vela with a 12-month warranty."
PRD0219,Candle Quest 318,Networking,Candle,888.21,647.13,2012,24,0.656,SKU-CAN00219,Connected Network,Bloom,Black,SUP034,Malaysia,2012-06-14,GST_STANDARD,Recycled box,False,True,"connected network designed for connecting several shared household devices, in the bloom family and supplied by candle with a 24-month warranty."
PRD0220,Vela Wave 319,Accessory,Vela,187.94,97.51,2017,12,0.173,SKU-VEL00220,Mobile Accessory,Core,Red,SUP035,China,2017-02-09,GST_STANDARD,Box,False,True,"mobile accessory designed for protective storage during travel, in the core family and supplied by vela with a 12-month warranty."
PRD0221,Candle Edge 320,Laptop,Candle,2212.0,1355.53,2017,24,1.815,SKU-CAN00221,Ultrabook,Edge,Graphite,SUP036,Japan,2017-01-06,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the edge family and supplied by candle with a 24-month warranty."
PRD0222,Vela Nova 321,Smartphone,Vela,1185.98,649.66,2013,24,0.162,SKU-VEL00222,5G Smartphone,Echo,Gold,SUP037,Malaysia,2013-07-04,GST_STANDARD,Protective case,True,True,"5g smartphone designed for work calls and calendar management, in the echo family and supplied by vela with a 24-month warranty."
PRD0223,Candle Shift 322,Tablet,Candle,1459.56,889.6,2012,24,0.82,SKU-CAN00223,Productivity Tablet,Flux,Graphite,SUP001,Australia,2012-04-25,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for field forms and client presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0224,Vela Atlas 323,Home Entertainment,Vela,2004.5,1118.54,2016,24,8.905,SKU-VEL00224,Smart Display,Halo,Green,SUP002,Korea,2016-11-21,GST_STANDARD,Protective case,True,True,"smart display designed for family media streaming, in the halo family and supplied by vela with a 24-month warranty."
PRD0225,Candle Flux 324,Audio,Candle,1003.93,684.17,2014,12,0.452,SKU-CAN00225,Wireless Audio,Lumen,Silver,SUP003,Malaysia,2014-08-06,GST_STANDARD,Protective case,True,True,"wireless audio designed for video calls and online classes, in the lumen family and supplied by candle with a 12-month warranty."
PRD0226,Vela Pulse 325,Smart Home,Vela,286.78,138.72,2013,12,0.324,SKU-VEL00226,Home Automation,Nova,Green,SUP004,Japan,2013-05-09,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the nova family and supplied by vela with a 12-month warranty."
PRD0227,Candle Vista 326,Gaming,Candle,922.85,557.88,2013,24,1.198,SKU-CAN00227,Gaming Hardware,Orbit,Graphite,SUP005,Japan,2013-01-26,GST_STANDARD,Recycled box,False,True,"gaming hardware designed for competitive play and voice communication, in the orbit family and supplied by candle with a 24-month warranty."
PRD0228,Vela Core 327,Wearable,Vela,946.39,552.48,2017,12,0.133,SKU-VEL00228,Health Wearable,Pulse,Blue,SUP006,Malaysia,2017-03-01,GST_STANDARD,Box,False,True,"health wearable designed for exercise session summaries, in the pulse family and supplied by vela with a 12-month warranty."
PRD0229,Candle Lumen 328,Networking,Candle,1192.23,667.14,2014,24,0.776,SKU-CAN00229,Connected Network,Quest,Green,SUP007,Malaysia,2014-06-06,GST_STANDARD,Recycled box,False,True,"connected network designed for video meetings and media streaming, in the quest family and supplied by candle with a 24-month warranty."
PRD0230,Vela Ridge 329,Accessory,Vela,34.01,18.44,2012,12,0.247,SKU-VEL00230,Mobile Accessory,Ridge,Blue,SUP008,Australia,2012-05-08,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for charging-cable organisation, in the ridge family and supplied by vela with a 12-month warranty."
PRD0231,Candle Arc 330,Laptop,Candle,2838.84,1512.63,2017,24,1.934,SKU-CAN00231,Ultrabook,Shift,Blue,SUP009,Korea,2017-03-22,GST_STANDARD,Recycled box,True,False,"ultrabook designed for shared home-office administration, in the shift family and supplied by candle with a 24-month warranty."
PRD0232,Vela Echo 331,Smartphone,Vela,1295.64,773.9,2015,24,0.287,SKU-VEL00232,5G Smartphone,Spark,Gold,SUP010,Australia,2015-02-02,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for travel planning and media use, in the spark family and supplied by vela with a 24-month warranty."
PRD0233,Candle Orbit 332,Tablet,Candle,1412.0,943.87,2014,24,0.663,SKU-CAN00233,Productivity Tablet,Vista,Gold,SUP011,Malaysia,2014-12-19,GST_STANDARD,Recycled box,False,True,"productivity tablet designed for family learning and shared browsing, in the vista family and supplied by candle with a 24-month warranty."
PRD0234,Vela Spark 333,Home Entertainment,Vela,2489.95,1490.25,2014,24,7.487,SKU-VEL00234,Smart Display,Wave,Black,SUP012,Korea,2014-01-09,GST_STANDARD,Recycled box,True,True,"smart display designed for casual living-room gaming, in the wave family and supplied by vela with a 24-month warranty."
PRD0235,Candle Bloom 334,Audio,Candle,248.42,177.17,2012,12,0.44,SKU-CAN00235,Wireless Audio,Arc,Graphite,SUP013,Korea,2012-01-12,GST_STANDARD,Protective case,False,True,"wireless audio designed for shared-room music playback, in the arc family and supplied by candle with a 12-month warranty."
PRD0236,Vela Halo 335,Smart Home,Vela,313.33,199.87,2014,12,0.372,SKU-VEL00236,Home Automation,Atlas,White,SUP014,China,2014-01-14,GST_STANDARD,Recycled box,False,True,"home automation designed for door and window activity alerts, in the atlas family and supplied by vela with a 12-month warranty."
PRD0237,Candle Quest 336,Gaming,Candle,983.57,544.7,2014,24,1.435,SKU-CAN00237,Gaming Hardware,Bloom,Gold,SUP015,Australia,2014-06-02,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for portable gaming and travel, in the bloom family and supplied by candle with a 24-month warranty."
PRD0238,Vela Wave 337,Wearable,Vela,1033.13,735.33,2013,12,0.091,SKU-VEL00238,Health Wearable,Core,Gold,SUP016,Vietnam,2013-09-03,GST_STANDARD,Protective case,True,True,"health wearable designed for calendar alerts and quick message checks, in the core family and supplied by vela with a 12-month warranty."
PRD0239,Candle Edge 338,Networking,Candle,984.36,583.71,2014,24,0.742,SKU-CAN00239,Connected Network,Edge,Black,SUP017,Malaysia,2014-01-26,GST_STANDARD,Recycled box,False,True,"connected network designed for guest-network and device management, in the edge family and supplied by candle with a 24-month warranty."
PRD0240,Vela Nova 339,Accessory,Vela,116.74,57.12,2016,12,0.236,SKU-VEL00240,Mobile Accessory,Echo,Graphite,SUP018,China,2016-08-13,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the echo family and supplied by vela with a 12-month warranty."
PRD0241,Candle Shift 340,Laptop,Candle,2620.83,1918.94,2017,24,1.58,SKU-CAN00241,Ultrabook,Flux,White,SUP019,Vietnam,2017-04-09,GST_STANDARD,Box,True,False,"ultrabook designed for travel-based work and presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0242,Vela Atlas 341,Smartphone,Vela,1531.86,1115.83,2014,24,0.295,SKU-VEL00242,5G Smartphone,Halo,Silver,SUP020,China,2014-06-22,GST_STANDARD,Box,False,True,"5g smartphone designed for family communication and casual apps, in the halo family and supplied by vela with a 24-month warranty."
PRD0243,Candle Flux 342,Tablet,Candle,854.67,649.51,2015,24,0.579,SKU-CAN00243,Productivity Tablet,Lumen,Black,SUP021,China,2015-01-06,GST_STANDARD,Protective case,True,True,"productivity tablet designed for drawing and lightweight creative work, in the lumen family and supplied by candle with a 24-month warranty."
PRD0244,Vela Pulse 343,Home Entertainment,Vela,807.13,416.26,2016,24,6.609,SKU-VEL00244,Smart Display,Nova,Graphite,SUP022,China,2016-10-10,GST_STANDARD,Recycled box,True,True,"smart display designed for presentations and photo viewing, in the nova family and supplied by vela with a 24-month warranty."
PRD0245,Candle Vista 344,Audio,Candle,595.29,403.1,2015,12,0.363,SKU-CAN00245,Wireless Audio,Orbit,Blue,SUP023,Australia,2015-12-17,GST_STANDARD,Recycled box,True,True,"wireless audio designed for long listening sessions at home, in the orbit family and supplied by candle with a 12-month warranty."
PRD0246,Vela Core 345,Smart Home,Vela,758.55,479.42,2017,12,0.429,SKU-VEL00246,Home Automation,Pulse,Blue,SUP024,Malaysia,2017-02-03,GST_STANDARD,Recycled box,False,True,"home automation designed for automated blind and curtain routines, in the pulse family and supplied by vela with a 12-month warranty."
PRD0247,Candle Lumen 346,Gaming,Candle,1546.72,958.15,2017,24,1.003,SKU-CAN00247,Gaming Hardware,Quest,White,SUP025,Australia,2017-02-26,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for game streaming and media capture, in the quest family and supplied by candle with a 24-month warranty."
PRD0248,Vela Ridge 347,Wearable,Vela,207.33,121.6,2016,12,0.155,SKU-VEL00248,Health Wearable,Ridge,Green,SUP026,China,2016-04-08,GST_STANDARD,Recycled box,False,True,"health wearable designed for habit reminders and everyday timekeeping, in the ridge family and supplied by vela with a 12-month warranty."
PRD0249,Candle Arc 348,Networking,Candle,1215.99,693.54,2017,24,0.718,SKU-CAN00249,Connected Network,Shift,Green,SUP027,Australia,2017-01-03,GST_STANDARD,Box,True,True,"connected network designed for extending coverage between rooms, in the shift family and supplied by candle with a 24-month warranty."
PRD0250,Vela Echo 349,Accessory,Vela,329.47,243.06,2016,12,0.187,SKU-VEL00250,Mobile Accessory,Spark,Silver,SUP028,Korea,2016-08-27,GST_STANDARD,Protective case,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the spark family and supplied by vela with a 12-month warranty."
PRD0251,Candle Orbit 350,Laptop,Candle,1871.06,1220.87,2013,24,1.344,SKU-CAN00251,Ultrabook,Vista,Red,SUP029,Malaysia,2013-06-13,GST_STANDARD,Box,False,True,"ultrabook designed for portable document work and video meetings, in the vista family and supplied by candle with a 24-month warranty."
PRD0252,Vela Spark 351,Smartphone,Vela,879.59,426.5,2016,24,0.261,SKU-VEL00252,5G Smartphone,Wave,Graphite,SUP030,Japan,2016-11-01,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for daily communication and navigation, in the wave family and supplied by vela with a 24-month warranty."
PRD0253,Candle Bloom 352,Tablet,Candle,1322.89,808.47,2015,24,0.784,SKU-CAN00253,Productivity Tablet,Arc,Blue,SUP031,Vietnam,2015-07-04,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the arc family and supplied by candle with a 24-month warranty."
PRD0254,Vela Halo 353,Home Entertainment,Vela,3553.03,1735.97,2016,24,6.586,SKU-VEL00254,Smart Display,Atlas,Gold,SUP032,Australia,2016-12-05,GST_STANDARD,Box,False,True,"smart display designed for shared film and television viewing, in the atlas family and supplied by vela with a 24-month warranty."
PRD0255,Candle Quest 354,Audio,Candle,426.01,288.8,2017,12,0.622,SKU-CAN00255,Wireless Audio,Bloom,Black,SUP033,Japan,2017-11-07,GST_STANDARD,Protective case,True,True,"wireless audio designed for commuting and spoken-content listening, in the bloom family and supplied by candle with a 12-month warranty."
PRD0256,Vela Wave 355,Smart Home,Vela,432.88,296.6,2012,12,0.29,SKU-VEL00256,Home Automation,Core,Blue,SUP034,China,2012-03-23,GST_STANDARD,Protective case,False,True,"home automation designed for app-controlled room lighting, in the core family and supplied by vela with a 12-month warranty."
PRD0257,Candle Edge 356,Gaming,Candle,1854.63,1254.96,2015,24,1.547,SKU-CAN00257,Gaming Hardware,Edge,Black,SUP035,Australia,2015-12-10,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the edge family and supplied by candle with a 24-month warranty."
PRD0258,Vela Nova 357,Wearable,Vela,816.42,609.93,2012,12,0.148,SKU-VEL00258,Health Wearable,Echo,Silver,SUP036,Japan,2012-06-07,GST_STANDARD,Recycled box,True,True,"health wearable designed for daily activity and sleep tracking, in the echo family and supplied by vela with a 12-month warranty."
PRD0259,Candle Shift 358,Networking,Candle,1267.87,954.1,2012,24,0.796,SKU-CAN00259,Connected Network,Flux,White,SUP037,Japan,2012-08-24,GST_STANDARD,Recycled box,False,True,"connected network designed for home-office wireless coverage, in the flux family and supplied by candle with a 24-month warranty."
PRD0260,Vela Atlas 359,Accessory,Vela,86.88,43.91,2014,12,0.247,SKU-VEL00260,Mobile Accessory,Halo,Green,SUP001,Vietnam,2014-01-03,GST_STANDARD,Box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the halo family and supplied by vela with a 12-month warranty."
PRD0261,Candle Flux 360,Laptop,Candle,3026.48,2258.03,2012,24,1.228,SKU-CAN00261,Ultrabook,Lumen,Black,SUP002,Korea,2012-01-26,GST_STANDARD,Recycled box,True,True,"ultrabook designed for study, research and note taking, in the lumen family and supplied by candle with a 24-month warranty."
PRD0262,Vela Pulse 361,Smartphone,Vela,893.46,523.35,2013,24,0.254,SKU-VEL00262,5G Smartphone,Nova,Silver,SUP003,Vietnam,2013-11-16,GST_STANDARD,Box,True,True,"5g smartphone designed for mobile photography and messaging, in the nova family and supplied by vela with a 24-month warranty."
PRD0263,Candle Vista 362,Tablet,Candle,618.52,411.23,2016,24,0.721,SKU-CAN00263,Productivity Tablet,Orbit,White,SUP004,Australia,2016-06-19,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for portable media and video calls, in the orbit family and supplied by candle with a 24-month warranty."
PRD0264,Vela Core 363,Home Entertainment,Vela,2624.21,1794.21,2012,24,6.691,SKU-VEL00264,Smart Display,Pulse,Black,SUP005,Malaysia,2012-06-18,GST_STANDARD,Protective case,True,True,"smart display designed for music and spoken-content playback, in the pulse family and supplied by vela with a 24-month warranty."
