order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD000839,SRC-005-H-000839,CUS00107,2018-09-14 13:44:00,Store,Card,AUD,Bakers,Completed,3841.21,7.52,B1SAVE-48,15,349.2,3272.55,Spring,False,-37.809973,144.994994,Mobile,Social,please leave at reception,B1SAVE-48
HORD000840,SRC-005-H-000840,CUS00496,2018-09-22 09:53:00,Mobile,Gift Card,AUD,Thompson,Completed,2538.7,8.25,NaN,10,230.79,2293.08,Spring,False,-37.819876,144.939812,Tablet,Organic,please use minimal packaging,NaN
HORD000841,SRC-005-H-000841,CUS00148,2018-04-21 11:08:00,Store,Gift Card,AUD,Thompson,Completed,2326.11,10.06,NaN,10,211.46,2103.56,Autumn,False,-37.840604,144.919888,Tablet,Social,no special instruction,NaN
HORD000842,SRC-005-H-000842,CUS00378,2018-07-31 21:50:00,Mobile,Card,AUD,Nickolson,Completed,4084.9,10.3,NaN,0,371.35,4095.2,Winter,False,-37.821358,144.971506,Desktop,Store,please leave at reception,NaN
HORD000843,SRC-005-H-000843,CUS00160,2018-04-04 20:59:00,Web,Bank Transfer,AUD,Thompson,Completed,3367.22,12.87,B1SAVE-52,15,306.11,2875.01,Autumn,False,-37.767792,144.882966,Desktop,Store,call before delivery,B1SAVE-52
HORD000844,SRC-005-H-000844,CUS00045,2018-05-18 19:07:00,Store,PayPal,AUD,Thompson,Completed,3738.12,12.0,NaN,0,339.83,3750.12,Autumn,False,-37.755334,144.954248,Desktop,Store,call before delivery,NaN
HORD000845,SRC-005-H-000845,CUS00394,2018-12-29 08:58:00,Mobile,PayPal,AUD,Thompson,Completed,4609.49,14.88,B1SAVE-54,15,419.04,3932.95,Summer,False,-37.741586,144.880614,Mobile,Referral,call before delivery,B1SAVE-54
HORD000846,SRC-005-H-000846,CUS00131,2018-06-12 15:51:00,Store,PayPal,AUD,Nickolson,Completed,1020.97,23.84,NaN,0,92.82,1044.81,Winter,True,-37.810733,144.974787,Tablet,Organic,please leave at reception,NaN
HORD000847,SRC-005-H-000847,CUS00002,2018-12-14 17:17:00,Web,Bank Transfer,AUD,Bakers,Completed,1403.95,11.45,NaN,10,127.63,1275.01,Summer,False,-37.853585,145.005518,Desktop,Paid Search,please leave at reception,NaN
HORD000848,SRC-005-H-000848,CUS00377,2018-01-22 15:08:00,Web,Card,AUD,Bakers,Completed,3090.06,11.59,NaN,10,280.91,2792.64,Summer,False,-37.822682,145.05139,Tablet,Store,gift purchase for a family member,NaN
HORD000849,SRC-005-H-000849,CUS00042,2018-03-09 09:08:00,Web,Card,AUD,Thompson,Completed,1856.85,10.73,NaN,10,168.8,1681.89,Autumn,False,-37.771143,144.932698,Mobile,Store,please use minimal packaging,NaN
HORD000850,SRC-005-H-000850,CUS00343,2018-01-23 17:05:00,Mobile,Card,AUD,Thompson,Completed,5047.45,12.63,NaN,5,458.86,4807.71,Summer,False,-37.753802,144.936681,Mobile,Referral,no special instruction,NaN
HORD000851,SRC-005-H-000851,CUS00217,2018-02-01 16:49:00,Web,Bank Transfer,AUD,Bakers,Completed,3978.66,9.86,NaN,10,361.7,3590.65,Summer,False,-37.79064,144.977388,Mobile,Paid Search,gift purchase for a family member,NaN
HORD000852,SRC-005-H-000852,CUS00036,2018-06-05 19:12:00,Store,PayPal,AUD,Bakers,Completed,4607.19,14.93,B1SAVE-61,15,418.84,3931.04,Winter,False,-37.786877,145.05436,Desktop,Paid Search,please use minimal packaging,B1SAVE-61
HORD000853,SRC-005-H-000853,CUS00203,2018-09-18 12:08:00,Web,Gift Card,AUD,Nickolson,Completed,3219.65,13.16,NaN,10,292.7,2910.84,Spring,False,-37.88311,145.00315,Tablet,Paid Search,please leave at reception,NaN
HORD000854,SRC-005-H-000854,CUS00029,2018-05-30 12:06:00,Mobile,Gift Card,AUD,Thompson,Completed,5970.53,10.05,NaN,0,542.78,5980.58,Autumn,False,-37.777628,144.942738,Tablet,Referral,please use minimal packaging,NaN
HORD000855,SRC-005-H-000855,CUS00400,2018-09-15 12:45:00,Mobile,Bank Transfer,AUD,Bakers,Completed,2407.54,23.07,B1SAVE-64,25,218.87,1828.72,Spring,True,-37.76082,145.043942,Desktop,Referral,no special instruction,B1SAVE-64
HORD000856,SRC-005-H-000856,CUS00493,2018-08-18 10:47:00,Store,Card,AUD,Bakers,Completed,3762.1,11.03,B1SAVE-65,20,342.01,3020.71,Winter,False,-37.812578,144.981867,Tablet,Store,gift purchase for a family member,B1SAVE-65
HORD000857,SRC-005-H-000857,CUS00385,2018-07-12 09:29:00,Web,PayPal,AUD,Thompson,Completed,3173.98,26.02,NaN,10,288.54,2882.6,Winter,True,-37.78117,144.940366,Tablet,Store,gift purchase for a family member,NaN
HORD000858,SRC-005-H-000858,CUS00348,2018-10-17 13:21:00,Web,Card,AUD,Thompson,Completed,2618.94,24.53,B1SAVE-67,15,238.09,2250.63,Spring,True,-37.878948,144.889276,Tablet,Referral,please use minimal packaging,B1SAVE-67
HORD000859,SRC-005-H-000859,CUS00297,2018-05-19 12:54:00,Mobile,Card,AUD,Bakers,Completed,1938.9,13.87,NaN,0,176.26,1952.77,Autumn,False,-37.873039,145.055945,Tablet,Organic,please use minimal packaging,NaN
HORD000860,SRC-005-H-000860,CUS00096,2018-09-12 14:51:00,Web,Card,AUD,Thompson,Completed,610.91,9.33,B1SAVE-69,20,55.54,498.06,Spring,False,-37.81289,144.918539,Mobile,Organic,no special instruction,B1SAVE-69
HORD000861,SRC-005-H-000861,CUS00323,2018-10-01 16:18:00,Mobile,Card,AUD,Thompson,Completed,8130.01,23.02,B1SAVE-70,20,739.09,6527.03,Spring,True,-37.870709,144.919884,Tablet,Store,gift purchase for a family member,B1SAVE-70
HORD000862,SRC-005-H-000862,CUS00177,2018-05-13 10:51:00,Store,Bank Transfer,AUD,Thompson,Completed,1168.66,10.92,NaN,5,106.24,1121.15,Autumn,False,-37.855333,144.928234,Desktop,Organic,please use minimal packaging,NaN
HORD000863,SRC-005-H-000863,CUS00087,2018-09-19 11:39:00,Mobile,Card,AUD,Thompson,Completed,421.99,23.06,NaN,5,38.36,423.95,Spring,True,-37.85059,144.884388,Mobile,Referral,please use minimal packaging,NaN
HORD000864,SRC-005-H-000864,CUS00442,2018-12-26 09:10:00,Store,Bank Transfer,AUD,Thompson,Completed,3013.18,22.11,NaN,0,273.93,3035.29,Summer,True,-37.759847,144.946992,Desktop,Social,gift purchase for a family member,NaN
HORD000865,SRC-005-H-000865,CUS00370,2018-07-05 19:53:00,Mobile,PayPal,AUD,Thompson,Completed,3497.71,17.04,NaN,5,317.97,3339.86,Winter,False,-37.742769,144.914461,Mobile,Paid Search,gift purchase for a family member,NaN
HORD000866,SRC-005-H-000866,CUS00123,2018-09-03 14:43:00,Store,PayPal,AUD,Thompson,Completed,1485.26,11.29,NaN,0,135.02,1496.55,Spring,False,-37.768119,144.929378,Mobile,Social,call before delivery,NaN
HORD000867,SRC-005-H-000867,CUS00051,2018-05-30 17:20:00,Mobile,Gift Card,AUD,Thompson,Completed,1172.84,22.15,B1SAVE-76,20,106.62,960.42,Autumn,True,-37.820655,144.887331,Tablet,Referral,please leave at reception,B1SAVE-76
HORD000868,SRC-005-H-000868,CUS00489,2018-03-13 16:58:00,Web,Card,AUD,Bakers,Completed,7059.29,10.18,NaN,5,641.75,6716.51,Autumn,False,-37.773452,144.990794,Mobile,Organic,call before delivery,NaN
HORD000869,SRC-005-H-000869,CUS00028,2018-08-20 14:46:00,Web,Bank Transfer,AUD,Thompson,Completed,2877.98,12.9,B1SAVE-78,15,261.63,2459.18,Winter,False,-37.824324,144.911118,Desktop,Referral,please leave at reception,B1SAVE-78
HORD000870,SRC-005-H-000870,CUS00071,2018-11-06 09:16:00,Mobile,PayPal,AUD,Bakers,Completed,9980.71,11.86,B1SAVE-79,15,907.34,8495.46,Spring,False,-37.812614,145.063073,Desktop,Store,please use minimal packaging,B1SAVE-79
HORD000871,SRC-005-H-000871,CUS00216,2018-05-23 15:08:00,Store,Gift Card,AUD,Thompson,Completed,1120.48,10.49,NaN,0,101.86,1130.97,Autumn,False,-37.781901,144.914177,Tablet,Paid Search,please leave at reception,NaN
HORD000872,SRC-005-H-000872,CUS00137,2018-01-20 18:57:00,Web,Bank Transfer,AUD,Nickolson,Completed,1754.34,11.36,B1SAVE-81,15,159.49,1502.55,Summer,False,-37.86156,144.964913,Desktop,Referral,gift purchase for a family member,B1SAVE-81
HORD000873,SRC-005-H-000873,CUS00115,2018-04-09 08:19:00,Web,Bank Transfer,AUD,Thompson,Completed,7908.5,7.77,B1SAVE-82,20,718.95,6334.57,Autumn,False,-37.803853,144.948669,Tablet,Referral,call before delivery,B1SAVE-82
HORD000874,SRC-005-H-000874,CUS00462,2018-05-22 11:15:00,Store,Bank Transfer,AUD,Bakers,Completed,1661.25,14.24,NaN,5,151.02,1592.43,Autumn,False,-37.882769,145.047066,Tablet,Store,please use minimal packaging,NaN
HORD000875,SRC-005-H-000875,CUS00107,2018-06-20 09:04:00,Store,Gift Card,AUD,Bakers,Completed,2771.3,10.02,B1SAVE-84,20,251.94,2227.06,Winter,False,-37.809973,144.994994,Mobile,Social,please leave at reception,B1SAVE-84
HORD000876,SRC-005-H-000876,CUS00308,2018-02-26 10:03:00,Web,Bank Transfer,AUD,Bakers,Completed,4053.31,12.34,NaN,0,368.48,4065.65,Summer,False,-37.841646,145.053294,Desktop,Social,gift purchase for a family member,NaN
HORD000877,SRC-005-H-000877,CUS00280,2018-06-05 08:06:00,Mobile,Card,AUD,Nickolson,Completed,2997.89,11.17,NaN,5,272.54,2859.17,Winter,False,-37.830017,144.963637,Tablet,Social,please use minimal packaging,NaN
HORD000878,SRC-005-H-000878,CUS00323,2018-12-22 11:00:00,Store,Bank Transfer,AUD,Thompson,Completed,3239.05,12.82,B1SAVE-87,25,294.46,2442.11,Summer,False,-37.870709,144.919884,Tablet,Store,please use minimal packaging,B1SAVE-87
HORD000879,SRC-005-H-000879,CUS00288,2018-11-28 19:43:00,Store,Card,AUD,Thompson,Completed,348.93,9.33,NaN,5,31.72,340.81,Spring,False,-37.82237,144.921292,Desktop,Social,call before delivery,NaN
HORD000880,SRC-005-H-000880,CUS00376,2018-07-06 15:07:00,Web,Card,AUD,Nickolson,Completed,4379.56,16.67,NaN,10,398.14,3958.27,Winter,False,-37.883413,145.004779,Mobile,Store,gift purchase for a family member,NaN
HORD000881,SRC-005-H-000881,CUS00040,2018-01-22 19:53:00,Web,Gift Card,AUD,Thompson,Completed,3934.51,11.77,NaN,5,357.68,3749.55,Summer,False,-37.848378,144.905741,Desktop,Social,gift purchase for a family member,NaN
HORD000882,SRC-005-H-000882,CUS00191,2018-12-18 20:43:00,Store,Card,AUD,Bakers,Completed,3296.2,21.53,NaN,10,299.65,2988.11,Summer,True,-37.849114,145.024262,Desktop,Paid Search,please leave at reception,NaN
HORD000883,SRC-005-H-000883,CUS00234,2018-09-06 18:55:00,Store,Card,AUD,Bakers,Completed,1969.64,14.55,B1SAVE-12,15,179.06,1688.74,Spring,False,-37.742785,145.064883,Mobile,Paid Search,call before delivery,B1SAVE-12
HORD000884,SRC-005-H-000884,CUS00487,2018-06-28 10:28:00,Store,PayPal,AUD,Nickolson,Completed,2292.83,13.43,B1SAVE-13,20,208.44,1847.69,Winter,False,-37.850835,144.948314,Desktop,Referral,please use minimal packaging,B1SAVE-13
HORD000885,SRC-005-H-000885,CUS00344,2018-09-07 21:13:00,Web,PayPal,AUD,Bakers,Completed,7089.42,19.65,NaN,5,644.49,6754.6,Spring,True,-37.822447,145.015544,Desktop,Social,please use minimal packaging,NaN
HORD000886,SRC-005-H-000886,CUS00343,2018-10-30 13:24:00,Mobile,Card,AUD,Thompson,Completed,2049.16,12.32,NaN,10,186.29,1856.56,Spring,False,-37.753802,144.936681,Mobile,Referral,call before delivery,NaN
HORD000887,SRC-005-H-000887,CUS00160,2018-05-13 15:58:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1766.23,12.87,NaN,10,160.57,1602.48,Autumn,False,-37.767792,144.882966,Desktop,Store,please leave at reception,NaN
HORD000888,SRC-005-H-000888,CUS00060,2018-03-02 12:51:00,Web,Gift Card,AUD,Nickolson,Completed,2160.69,12.09,NaN,10,196.43,1956.71,Autumn,False,-37.870977,145.003181,Tablet,Paid Search,please leave at reception,NaN
HORD000889,SRC-005-H-000889,CUS00294,2018-07-07 21:12:00,Mobile,Bank Transfer,AUD,Bakers,Completed,2813.7,13.58,NaN,10,255.79,2545.91,Winter,False,-37.800004,145.041405,Tablet,Social,no special instruction,NaN
HORD000890,SRC-005-H-000890,CUS00072,2018-05-16 12:25:00,Web,Bank Transfer,AUD,Thompson,Completed,2682.82,13.99,NaN,10,243.89,2428.53,Autumn,False,-37.870579,144.876039,Tablet,Social,call before delivery,NaN
HORD000891,SRC-005-H-000891,CUS00250,2018-11-09 20:01:00,Store,PayPal,AUD,Nickolson,Completed,3050.76,12.41,B1SAVE-20,15,277.34,2605.56,Spring,False,-37.875255,144.996415,Desktop,Organic,no special instruction,B1SAVE-20
HORD000892,SRC-005-H-000892,CUS00422,2018-08-13 21:13:00,Web,PayPal,AUD,Bakers,Completed,1855.96,28.81,NaN,0,168.72,1884.77,Winter,True,-37.769543,145.053876,Mobile,Paid Search,please leave at reception,NaN
HORD000893,SRC-005-H-000893,CUS00219,2018-04-27 09:55:00,Web,Gift Card,AUD,Thompson,Completed,1541.61,7.77,B1SAVE-22,20,140.15,1241.06,Autumn,False,-37.818645,144.938732,Desktop,Store,gift purchase for a family member,B1SAVE-22
HORD000894,SRC-005-H-000894,CUS00420,2018-11-03 12:22:00,Store,PayPal,AUD,Thompson,Completed,5477.48,12.33,NaN,0,497.95,5489.81,Spring,False,-37.759145,144.914274,Mobile,Store,no special instruction,NaN
HORD000895,SRC-005-H-000895,CUS00395,2018-04-08 17:12:00,Web,Bank Transfer,AUD,Thompson,Completed,1421.08,9.82,NaN,5,129.19,1359.85,Autumn,False,-37.817431,144.906349,Tablet,Organic,call before delivery,NaN
HORD000896,SRC-005-H-000896,CUS00004,2018-09-13 09:40:00,Web,Bank Transfer,AUD,Nickolson,Completed,2402.34,13.16,NaN,10,218.39,2175.27,Spring,False,-37.882767,145.004288,Desktop,Referral,gift purchase for a family member,NaN
HORD000897,SRC-005-H-000897,CUS00478,2018-10-15 12:43:00,Mobile,Gift Card,AUD,Bakers,Completed,4734.09,9.67,B1SAVE-26,20,430.37,3796.94,Spring,False,-37.808138,145.029038,Mobile,Store,please use minimal packaging,B1SAVE-26
HORD000898,SRC-005-H-000898,CUS00300,2018-03-02 11:04:00,Mobile,Card,AUD,Thompson,Completed,6654.87,12.81,B1SAVE-27,15,604.99,5669.45,Autumn,False,-37.746675,144.932193,Mobile,Organic,call before delivery,B1SAVE-27
HORD000899,SRC-005-H-000899,CUS00470,2018-12-01 21:23:00,Web,PayPal,AUD,Thompson,Completed,1329.29,9.32,B1SAVE-28,15,120.84,1139.22,Summer,False,-37.800429,144.961871,Desktop,Social,no special instruction,B1SAVE-28
HORD000900,SRC-005-H-000900,CUS00236,2018-02-12 20:05:00,Store,Card,AUD,Bakers,Completed,5285.02,22.84,B1SAVE-29,25,480.46,3986.61,Summer,True,-37.748256,145.004234,Mobile,Referral,please use minimal packaging,B1SAVE-29
HORD000901,SRC-005-H-000901,CUS00252,2018-04-14 18:10:00,Mobile,PayPal,AUD,Nickolson,Completed,2258.01,11.89,B1SAVE-30,15,205.27,1931.2,Autumn,False,-37.873961,144.983169,Tablet,Store,please leave at reception,B1SAVE-30
HORD000902,SRC-005-H-000902,CUS00465,2018-04-03 20:08:00,Store,Card,AUD,Nickolson,Completed,4384.0,8.08,NaN,5,398.55,4172.88,Autumn,False,-37.82601,144.95686,Tablet,Referral,please use minimal packaging,NaN
HORD000903,SRC-005-H-000903,CUS00310,2018-12-25 09:20:00,Mobile,PayPal,AUD,Nickolson,Completed,895.63,13.52,NaN,0,81.42,909.15,Summer,False,-37.886551,144.944021,Desktop,Paid Search,call before delivery,NaN
HORD000904,SRC-005-H-000904,CUS00481,2018-10-11 19:32:00,Store,PayPal,AUD,Bakers,Completed,3660.04,12.92,B1SAVE-33,15,332.73,3123.95,Spring,False,-37.745926,145.019147,Mobile,Paid Search,please leave at reception,B1SAVE-33
HORD000905,SRC-005-H-000905,CUS00412,2018-11-22 20:09:00,Mobile,PayPal,AUD,Nickolson,Completed,1699.22,19.06,NaN,5,154.47,1633.32,Spring,True,-37.807834,144.978883,Tablet,Organic,gift purchase for a family member,NaN
HORD000906,SRC-005-H-000906,CUS00357,2018-07-13 21:48:00,Mobile,Gift Card,AUD,Bakers,Completed,1200.49,16.38,B1SAVE-35,20,109.14,976.77,Winter,False,-37.743314,144.982042,Desktop,Store,please use minimal packaging,B1SAVE-35
HORD000907,SRC-005-H-000907,CUS00265,2018-03-27 08:14:00,Mobile,Card,AUD,Bakers,Completed,1187.53,10.91,NaN,10,107.96,1079.69,Autumn,False,-37.772664,145.027215,Tablet,Social,please leave at reception,NaN
HORD000908,SRC-005-H-000908,CUS00404,2018-11-19 12:14:00,Web,Bank Transfer,AUD,Thompson,Completed,576.88,13.89,NaN,0,52.44,590.77,Spring,False,-37.743661,144.899151,Mobile,Paid Search,please use minimal packaging,NaN
HORD000909,SRC-005-H-000909,CUS00010,2018-08-12 08:50:00,Mobile,Card,AUD,Thompson,Completed,954.29,17.55,NaN,5,86.75,924.13,Winter,False,-37.743247,144.89718,Mobile,Organic,please use minimal packaging,NaN
HORD000910,SRC-005-H-000910,CUS00267,2018-04-08 11:20:00,Web,Bank Transfer,AUD,Thompson,Completed,3084.41,8.45,NaN,5,280.4,2938.64,Autumn,False,-37.829432,144.946316,Tablet,Referral,please use minimal packaging,NaN
HORD000911,SRC-005-H-000911,CUS00014,2018-06-20 15:43:00,Store,Gift Card,AUD,Thompson,Completed,9249.36,15.37,NaN,5,840.85,8802.26,Winter,False,-37.85985,144.906996,Mobile,Store,gift purchase for a family member,NaN
HORD000912,SRC-005-H-000912,CUS00309,2018-08-29 11:07:00,Store,PayPal,AUD,Thompson,Completed,11510.35,18.28,NaN,0,1046.4,11528.63,Winter,False,-37.74454,144.877462,Tablet,Social,please use minimal packaging,NaN
HORD000913,SRC-005-H-000913,CUS00262,2018-11-27 09:00:00,Mobile,PayPal,AUD,Bakers,Completed,4288.18,12.51,NaN,0,389.83,4300.69,Spring,False,-37.851668,145.052876,Tablet,Paid Search,please use minimal packaging,NaN
HORD000914,SRC-005-H-000914,CUS00367,2018-08-22 18:54:00,Mobile,Bank Transfer,AUD,Bakers,Completed,6043.97,15.07,B1SAVE-43,25,549.45,4548.05,Winter,False,-37.836553,145.054171,Mobile,Store,please use minimal packaging,B1SAVE-43
HORD000915,SRC-005-H-000915,CUS00263,2018-12-01 14:47:00,Web,PayPal,AUD,Nickolson,Completed,4412.04,11.78,NaN,5,401.09,4203.22,Summer,False,-37.866917,144.976243,Desktop,Store,please leave at reception,NaN
HORD000916,SRC-005-H-000916,CUS00278,2018-10-31 19:39:00,Web,PayPal,AUD,Thompson,Completed,108.47,10.08,NaN,5,9.86,113.13,Spring,False,-37.839039,144.924514,Tablet,Paid Search,please leave at reception,NaN
HORD000917,SRC-005-H-000917,CUS00207,2018-12-11 08:52:00,Mobile,Gift Card,AUD,Bakers,Completed,2090.24,9.78,NaN,0,190.02,2100.02,Summer,False,-37.787365,144.998968,Tablet,Referral,no special instruction,NaN
HORD000918,SRC-005-H-000918,CUS00451,2018-07-10 11:54:00,Web,Gift Card,AUD,Bakers,Completed,1341.18,14.18,B1SAVE-47,25,121.93,1020.06,Winter,False,-37.840996,145.03522,Desktop,Store,please use minimal packaging,B1SAVE-47
HORD000919,SRC-005-H-000919,CUS00200,2018-08-25 16:23:00,Store,Card,AUD,Thompson,Completed,4159.76,12.32,B1SAVE-48,15,378.16,3548.12,Winter,False,-37.798003,144.922218,Mobile,Social,please leave at reception,B1SAVE-48
HORD000920,SRC-005-H-000920,CUS00196,2018-05-12 10:22:00,Web,Card,AUD,Bakers,Completed,1902.69,19.53,NaN,5,172.97,1827.09,Autumn,True,-37.794291,145.005503,Mobile,Social,please leave at reception,NaN
HORD000921,SRC-005-H-000921,CUS00079,2018-07-20 14:17:00,Store,PayPal,AUD,Thompson,Completed,2023.16,11.02,NaN,0,183.92,2034.18,Winter,False,-37.802161,144.943702,Mobile,Referral,call before delivery,NaN
HORD000922,SRC-005-H-000922,CUS00439,2018-11-02 12:52:00,Web,Bank Transfer,AUD,Nickolson,Completed,1194.92,13.11,B1SAVE-51,15,108.63,1028.79,Spring,False,-37.88606,144.950518,Tablet,Paid Search,gift purchase for a family member,B1SAVE-51
HORD000923,SRC-005-H-000923,CUS00488,2018-11-17 16:40:00,Web,PayPal,AUD,Thompson,Completed,1837.78,13.53,B1SAVE-52,15,167.07,1575.64,Spring,False,-37.743461,144.913081,Tablet,Referral,call before delivery,B1SAVE-52
HORD000924,SRC-005-H-000924,CUS00086,2018-06-17 14:43:00,Web,PayPal,AUD,Bakers,Completed,2297.46,29.45,B1SAVE-53,25,208.86,1752.55,Winter,True,-37.743039,144.978854,Tablet,Social,please use minimal packaging,B1SAVE-53
HORD000925,SRC-005-H-000925,CUS00413,2018-04-06 21:48:00,Mobile,PayPal,AUD,Bakers,Completed,5081.87,11.33,B1SAVE-54,15,461.99,4330.92,Autumn,False,-37.765178,145.022951,Mobile,Referral,no special instruction,B1SAVE-54
HORD000926,SRC-005-H-000926,CUS00117,2018-11-21 15:26:00,Web,Bank Transfer,AUD,Bakers,Completed,1112.16,10.36,NaN,5,101.11,1066.91,Spring,False,-37.816878,145.039032,Tablet,Referral,please use minimal packaging,NaN
HORD000927,SRC-005-H-000927,CUS00221,2018-12-26 11:05:00,Web,Card,AUD,Bakers,Completed,940.0,10.94,NaN,10,85.45,856.94,Summer,False,-37.773869,145.009274,Desktop,Social,gift purchase for a family member,NaN
HORD000928,SRC-005-H-000928,CUS00431,2018-06-29 17:33:00,Web,Card,AUD,Thompson,Completed,2724.9,17.99,NaN,5,247.72,2606.64,Winter,False,-37.739971,144.892582,Tablet,Social,no special instruction,NaN
HORD000929,SRC-005-H-000929,CUS00361,2018-04-30 12:48:00,Web,Card,AUD,Nickolson,Completed,3617.29,10.16,B1SAVE-58,15,328.84,3084.86,Autumn,False,-37.854471,144.961508,Tablet,Referral,gift purchase for a family member,B1SAVE-58
HORD000930,SRC-005-H-000930,CUS00131,2018-02-16 21:31:00,Mobile,Card,AUD,Nickolson,Completed,3669.6,18.69,NaN,0,333.6,3688.29,Summer,True,-37.810733,144.974787,Tablet,Organic,gift purchase for a family member,NaN
HORD000931,SRC-005-H-000931,CUS00257,2018-02-18 12:19:00,Web,PayPal,AUD,Bakers,Completed,1507.28,11.97,NaN,10,137.03,1368.52,Summer,False,-37.789171,145.054233,Tablet,Referral,gift purchase for a family member,NaN
HORD000932,SRC-005-H-000932,CUS00335,2018-11-02 10:17:00,Web,Gift Card,AUD,Thompson,Completed,10073.78,14.07,B1SAVE-61,15,915.8,8576.78,Spring,False,-37.746881,144.88743,Desktop,Paid Search,gift purchase for a family member,B1SAVE-61
HORD000933,SRC-005-H-000933,CUS00213,2018-04-30 20:01:00,Web,Gift Card,AUD,Thompson,Completed,4817.84,10.76,B1SAVE-62,20,437.99,3865.03,Autumn,False,-37.781086,144.909582,Tablet,Paid Search,gift purchase for a family member,B1SAVE-62
HORD000934,SRC-005-H-000934,CUS00161,2018-04-27 11:29:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2178.81,13.48,B1SAVE-63,25,198.07,1647.59,Autumn,False,-37.753832,144.888909,Desktop,Organic,please leave at reception,B1SAVE-63
HORD000935,SRC-005-H-000935,CUS00247,2018-12-08 21:01:00,Mobile,Bank Transfer,AUD,Bakers,Completed,2539.12,14.11,B1SAVE-64,20,230.83,2045.41,Summer,False,-37.744686,145.050356,Desktop,Social,call before delivery,B1SAVE-64
HORD000936,SRC-005-H-000936,CUS00110,2018-01-17 12:17:00,Store,Bank Transfer,AUD,Thompson,Completed,2113.07,20.54,NaN,5,192.1,2027.96,Summer,True,-37.838958,144.922503,Mobile,Social,call before delivery,NaN
HORD000937,SRC-005-H-000937,CUS00357,2018-09-22 13:33:00,Mobile,Gift Card,AUD,Bakers,Completed,6269.18,23.48,B1SAVE-66,15,569.93,5352.28,Spring,True,-37.743314,144.982042,Desktop,Store,no special instruction,B1SAVE-66
HORD000938,SRC-005-H-000938,CUS00267,2018-08-05 14:25:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2924.76,11.58,NaN,5,265.89,2790.1,Winter,False,-37.829432,144.946316,Tablet,Referral,call before delivery,NaN
HORD000939,SRC-005-H-000939,CUS00444,2018-04-08 19:50:00,Store,PayPal,AUD,Bakers,Completed,461.29,21.35,NaN,5,41.94,459.58,Autumn,True,-37.843367,145.01986,Desktop,Store,no special instruction,NaN
HORD000940,SRC-005-H-000940,CUS00296,2018-08-21 19:51:00,Store,Card,AUD,Thompson,Completed,2459.14,15.51,NaN,5,223.56,2351.69,Winter,False,-37.851896,144.892423,Tablet,Social,gift purchase for a family member,NaN
HORD000941,SRC-005-H-000941,CUS00221,2018-04-11 12:35:00,Web,Card,AUD,Bakers,Completed,8495.28,21.28,B1SAVE-70,15,772.3,7242.27,Autumn,True,-37.773869,145.009274,Desktop,Social,no special instruction,B1SAVE-70
HORD000942,SRC-005-H-000942,CUS00348,2018-01-26 20:33:00,Web,Card,AUD,Thompson,Completed,3780.24,14.26,NaN,0,343.66,3794.5,Summer,False,-37.878948,144.889276,Tablet,Referral,gift purchase for a family member,NaN
HORD000943,SRC-005-H-000943,CUS00490,2018-11-06 11:16:00,Store,PayPal,AUD,Thompson,Completed,4057.44,9.5,NaN,10,368.86,3661.2,Spring,False,-37.837313,144.94708,Mobile,Organic,please use minimal packaging,NaN
HORD000944,SRC-005-H-000944,CUS00216,2018-05-08 10:59:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3960.28,10.49,NaN,5,360.03,3772.76,Autumn,False,-37.781901,144.914177,Tablet,Paid Search,gift purchase for a family member,NaN
HORD000945,SRC-005-H-000945,CUS00183,2018-08-10 19:02:00,Mobile,Gift Card,AUD,Thompson,Completed,5670.86,14.21,NaN,0,515.53,5685.07,Winter,False,-37.856484,144.936908,Mobile,Paid Search,please use minimal packaging,NaN
HORD000946,SRC-005-H-000946,CUS00488,2018-08-20 17:16:00,Store,PayPal,AUD,Thompson,Completed,1627.17,17.02,NaN,0,147.92,1644.19,Winter,False,-37.743461,144.913081,Tablet,Referral,call before delivery,NaN
HORD000947,SRC-005-H-000947,CUS00086,2018-02-27 12:49:00,Store,Card,AUD,Bakers,Completed,1425.79,23.31,NaN,5,129.62,1377.81,Summer,True,-37.743039,144.978854,Tablet,Social,gift purchase for a family member,NaN
HORD000948,SRC-005-H-000948,CUS00313,2018-05-30 18:25:00,Web,Gift Card,AUD,Bakers,Completed,4347.87,10.17,B1SAVE-77,20,395.26,3488.47,Autumn,False,-37.84033,145.020992,Tablet,Referral,please leave at reception,B1SAVE-77
HORD000949,SRC-005-H-000949,CUS00247,2018-01-20 11:45:00,Web,Gift Card,AUD,Bakers,Completed,4049.45,14.11,NaN,0,368.13,4063.56,Summer,False,-37.744686,145.050356,Desktop,Social,please leave at reception,NaN
