delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL001113,HORD001113,2018-03-06,2018-03-13,2018-03-12,Direct Freight,Standard,Delivered,0,True,57,6.51,none,7,4,Morning,2.5632,True,0.532,Delivered within promise
HDEL001114,HORD001114,2018-12-27,2018-12-30,2018-12-28,Direct Freight,Standard,Delivered,0,True,62,6.72,none,3,7,Afternoon,2.7398,True,0.396,Delivered within promise
HDEL001115,HORD001115,2018-06-30,2018-07-04,2018-07-02,Direct Freight,Standard,Delivered,0,True,70,9.94,none,4,6,Anytime,1.9749,True,0.265,Delivered within promise
HDEL001116,HORD001116,2018-05-23,2018-05-27,2018-05-27,DHL,Standard,Delivered,0,True,32,11.25,none,4,8,Morning,8.1069,False,0.446,Delivered within promise
HDEL001117,HORD001117,2018-03-01,2018-03-08,2018-03-09,AusPost,Standard,Delivered,1,False,16,10.59,carrier_capacity,7,6,Afternoon,6.329,True,0.632,Carrier scan reconciled
HDEL001118,HORD001118,2018-12-05,2018-12-10,2018-12-08,StarTrack,Express,Delivered,0,True,9,17.24,none,5,6,Anytime,5.547,True,0.946,Delivered within promise
HDEL001119,HORD001119,2018-04-04,2018-04-08,2018-04-06,Direct Freight,Standard,Delivered,0,True,63,10.62,none,4,8,Afternoon,6.6585,True,1.162,Delivered within promise
HDEL001120,HORD001120,2018-06-13,2018-06-18,2018-06-17,DHL,Standard,Delivered,0,True,30,10.08,none,5,9,Morning,1.5822,True,0.812,Delivered within promise
HDEL001121,HORD001121,2018-09-12,2018-09-16,2018-09-15,StarTrack,Standard,Delivered,0,True,4,12.58,none,4,3,Afternoon,9.3152,True,0.603,Delivered within promise
HDEL001122,HORD001122,2018-08-11,2018-08-15,2018-08-15,Direct Freight,Standard,Delivered,0,True,50,13.47,none,4,7,Morning,5.8082,True,0.61,Delivered within promise
HDEL001123,HORD001123,2018-08-14,2018-08-17,2018-08-17,AusPost,Express,Delivered,0,True,45,22.43,none,3,5,Afternoon,3.5383,True,0.347,Delivered within promise
HDEL001124,HORD001124,2018-11-24,2018-11-30,2018-11-28,StarTrack,Express,Delivered,0,True,14,17.47,none,6,4,Anytime,5.5371,True,0.798,Delivered within promise
HDEL001125,HORD001125,2018-08-26,2018-09-01,2018-08-31,StarTrack,Express,Delivered,0,True,14,23.25,none,6,5,Anytime,3.1054,True,0.288,Delivered within promise
HDEL001126,HORD001126,2018-01-21,2018-01-26,2018-01-25,StarTrack,Standard,Delivered,0,True,8,9.73,none,5,8,Anytime,4.5948,True,0.918,Delivered within promise
HDEL001127,HORD001127,2018-04-09,2018-04-13,2018-04-13,StarTrack,Standard,Delivered,0,True,70,10.87,none,4,5,Afternoon,6.9195,True,0.539,Delivered within promise
HDEL001128,HORD001128,2018-10-03,2018-10-08,2018-10-06,AusPost,Express,Delivered,0,True,40,15.28,none,5,7,Anytime,0.0211,False,0.242,Delivered within promise
HDEL001129,HORD001129,2018-06-11,2018-06-15,2018-06-13,AusPost,Express,Delivered,0,True,30,23.24,none,4,4,Morning,3.3208,False,0.94,Delivered within promise
HDEL001130,HORD001130,2018-08-20,2018-08-24,2018-08-24,DHL,Standard,Delivered,0,True,45,9.84,none,4,5,Afternoon,3.5497,False,0.352,Delivered within promise
HDEL001131,HORD001131,2018-08-21,2018-08-26,2018-08-26,AusPost,Standard,Delivered,0,True,33,13.33,none,5,5,Morning,5.5098,True,1.067,Delivered within promise
HDEL001132,HORD001132,2018-10-22,2018-10-27,2018-10-26,DHL,Standard,Delivered,0,True,66,10.68,none,5,9,Anytime,5.861,True,0.47,Delivered within promise
HDEL001133,HORD001133,2018-01-20,2018-01-27,2018-01-27,StarTrack,Standard,Delivered,0,True,62,9.98,none,7,4,Afternoon,6.2715,False,0.434,Delivered within promise
HDEL001134,HORD001134,2018-11-26,2018-12-03,2018-12-02,AusPost,Standard,Delivered,0,True,67,6.17,none,7,3,Afternoon,2.649,True,0.378,Delivered within promise
HDEL001135,HORD001135,2018-03-10,2018-03-15,2018-03-15,StarTrack,Standard,Delivered,0,True,28,7.36,none,5,4,Morning,2.5632,False,0.337,Delivered within promise
HDEL001136,HORD001136,2018-06-01,2018-06-08,2018-06-09,AusPost,Standard,Delivered,1,False,44,9.53,warehouse_congestion,7,9,Morning,4.4571,True,0.509,Carrier scan reconciled
HDEL001137,HORD001137,2018-08-16,2018-08-23,2018-08-21,DHL,Standard,Delivered,0,True,7,8.6,none,7,6,Morning,2.4534,True,0.93,Delivered within promise
HDEL001138,HORD001138,2018-04-12,2018-04-16,2018-04-15,StarTrack,Standard,Delivered,0,True,24,7.98,none,4,5,Afternoon,4.881,True,0.615,Delivered within promise
HDEL001139,HORD001139,2018-12-28,2019-01-02,2019-01-02,DHL,Standard,Delivered,0,True,43,8.36,none,5,7,Morning,3.1054,True,0.374,Delivered within promise
HDEL001140,HORD001140,2018-08-13,2018-08-20,2018-08-19,StarTrack,Standard,Delivered,0,True,53,10.03,none,7,9,Afternoon,3.5441,True,0.436,Delivered within promise
HDEL001141,HORD001141,2018-10-01,2018-10-07,2018-10-07,AusPost,Standard,Delivered,0,True,62,5.59,none,6,9,Morning,1.4912,True,0.287,Delivered within promise
HDEL001142,HORD001142,2018-12-15,2018-12-18,2018-12-17,StarTrack,Standard,Delivered,0,True,43,9.46,none,3,7,Afternoon,4.7018,False,0.481,Delivered within promise
HDEL001143,HORD001143,2018-07-29,2018-08-04,2018-08-03,Direct Freight,Standard,Delivered,0,True,55,9.86,none,6,7,Anytime,5.5116,True,0.521,Delivered within promise
HDEL001144,HORD001144,2018-08-26,2018-08-29,2018-08-27,AusPost,Standard,Delivered,0,True,47,10.63,none,3,5,Afternoon,2.8182,True,0.877,Delivered within promise
HDEL001145,HORD001145,2018-03-05,2018-03-09,2018-03-12,DHL,Standard,Delivered,3,False,71,11.16,carrier_capacity,4,8,Morning,6.7784,True,0.561,Carrier scan reconciled
HDEL001146,HORD001146,2018-01-24,2018-01-27,2018-01-26,DHL,Standard,Delivered,0,True,50,9.57,none,3,8,Afternoon,8.8193,True,0.589,Delivered within promise
HDEL001147,HORD001147,2018-10-19,2018-10-23,2018-10-23,AusPost,Standard,Delivered,0,True,68,8.12,none,4,3,Anytime,4.7018,True,0.458,Delivered within promise
HDEL001148,HORD001148,2018-06-22,2018-06-28,2018-06-27,AusPost,Standard,Delivered,0,True,6,11.43,none,6,3,Anytime,4.5003,False,0.324,Delivered within promise
HDEL001149,HORD001149,2018-05-08,2018-05-15,2018-05-15,Direct Freight,Standard,Delivered,0,True,36,8.26,none,7,7,Afternoon,6.8251,False,0.403,Delivered within promise
HDEL001150,HORD001150,2018-10-19,2018-10-25,2018-10-24,AusPost,Standard,Delivered,0,True,48,8.1,none,6,7,Morning,4.2546,True,0.406,Delivered within promise
HDEL001151,HORD001151,2018-01-10,2018-01-14,2018-01-14,DHL,Standard,Delivered,0,True,27,6.83,none,4,4,Morning,3.3613,True,0.625,Delivered within promise
HDEL001152,HORD001152,2018-11-09,2018-11-15,2018-11-14,AusPost,Express,Delivered,0,True,39,16.71,none,6,3,Afternoon,4.4789,True,0.484,Delivered within promise
HDEL001153,HORD001153,2018-02-08,2018-02-15,2018-02-15,Direct Freight,Standard,Delivered,0,True,15,11.74,none,7,8,Morning,7.0046,True,0.471,Delivered within promise
HDEL001154,HORD001154,2018-05-25,2018-05-31,2018-05-29,StarTrack,Standard,Delivered,0,True,55,10.1,none,6,3,Afternoon,5.3305,True,0.601,Delivered within promise
HDEL001155,HORD001155,2018-03-27,2018-04-01,2018-04-01,StarTrack,Standard,Delivered,0,True,42,9.54,none,5,6,Anytime,6.4815,True,0.468,Delivered within promise
HDEL001156,HORD001156,2018-11-03,2018-11-10,2018-11-09,StarTrack,Standard,Delivered,0,True,11,7.95,none,7,8,Afternoon,1.7128,True,0.412,Delivered within promise
HDEL001157,HORD001157,2018-04-06,2018-04-12,2018-04-10,Direct Freight,Standard,Delivered,0,True,51,11.34,none,6,9,Afternoon,7.5314,False,0.432,Delivered within promise
HDEL001158,HORD001158,2018-02-09,2018-02-12,2018-02-17,StarTrack,Standard,Delivered,5,False,54,7.75,weather,3,4,Afternoon,3.7518,True,0.466,Carrier scan reconciled
HDEL001159,HORD001159,2018-09-04,2018-09-07,2018-09-06,DHL,Express,Delivered,0,True,51,18.13,none,3,8,Anytime,4.0863,True,0.314,Delivered within promise
HDEL001160,HORD001160,2018-05-15,2018-05-21,2018-05-20,Direct Freight,Standard,Delivered,0,True,68,8.08,none,6,8,Morning,6.6837,True,1.086,Delivered within promise
HDEL001161,HORD001161,2018-12-24,2018-12-30,2018-12-31,StarTrack,Standard,Delivered,1,False,39,6.78,weather,6,9,Morning,1.1613,True,0.92,Carrier scan reconciled
HDEL001162,HORD001162,2018-07-08,2018-07-13,2018-07-11,StarTrack,Standard,Delivered,0,True,59,13.94,none,5,6,Afternoon,6.6131,True,0.89,Delivered within promise
HDEL001163,HORD001163,2018-08-11,2018-08-14,2018-08-14,DHL,Standard,Delivered,0,True,17,11.56,none,3,8,Morning,5.6327,True,0.834,Delivered within promise
HDEL001164,HORD001164,2018-01-13,2018-01-20,2018-01-23,StarTrack,Standard,Delivered,3,False,54,10.04,weather,7,8,Morning,5.2874,False,0.451,Carrier scan reconciled
HDEL001165,HORD001165,2018-08-20,2018-08-27,2018-08-25,Direct Freight,Standard,Delivered,0,True,50,9.13,none,7,3,Anytime,1.3722,True,0.907,Delivered within promise
HDEL001166,HORD001166,2018-05-20,2018-05-26,2018-05-25,DHL,Standard,Delivered,0,True,41,7.26,none,6,7,Afternoon,2.8148,True,0.435,Delivered within promise
HDEL001167,HORD001167,2018-07-16,2018-07-22,2018-07-22,StarTrack,Standard,Delivered,0,True,39,11.27,none,6,4,Morning,4.0863,True,0.483,Delivered within promise
HDEL001168,HORD001168,2018-09-19,2018-09-22,2018-09-20,StarTrack,Standard,Delivered,0,True,3,9.27,none,3,8,Afternoon,7.8818,True,1.084,Delivered within promise
HDEL001169,HORD001169,2018-05-30,2018-06-06,2018-06-05,Direct Freight,Standard,Delivered,0,True,16,7.27,none,7,3,Afternoon,3.5096,True,0.886,Delivered within promise
HDEL001170,HORD001170,2018-12-07,2018-12-10,2018-12-10,AusPost,Standard,Delivered,0,True,48,8.02,none,3,7,Afternoon,1.4912,True,0.339,Delivered within promise
HDEL001171,HORD001171,2018-09-12,2018-09-17,2018-09-15,DHL,Express,Delivered,0,True,5,17.96,none,5,9,Afternoon,6.3114,True,0.383,Delivered within promise
HDEL001172,HORD001172,2018-04-30,2018-05-03,2018-05-02,DHL,Standard,Delivered,0,True,65,9.55,none,3,8,Afternoon,7.5454,True,0.583,Delivered within promise
HDEL001173,HORD001173,2018-11-27,2018-12-01,2018-11-29,Direct Freight,Standard,Delivered,0,True,31,11.65,none,4,3,Afternoon,7.6891,False,0.498,Delivered within promise
HDEL001174,HORD001174,2018-01-24,2018-01-30,2018-02-04,DHL,Standard,Delivered,5,False,38,10.14,carrier_capacity,6,6,Anytime,5.5116,True,0.655,Carrier scan reconciled
HDEL001175,HORD001175,2018-05-13,2018-05-19,2018-05-18,Direct Freight,Standard,Delivered,0,True,69,10.7,none,6,4,Morning,8.1375,False,0.405,Delivered within promise
HDEL001176,HORD001176,2018-10-02,2018-10-08,2018-10-08,StarTrack,Standard,Delivered,0,True,22,7.66,none,6,9,Anytime,3.1024,True,0.402,Delivered within promise
HDEL001177,HORD001177,2018-10-29,2018-11-05,2018-11-05,DHL,Standard,Delivered,0,True,6,9.84,none,7,5,Afternoon,6.9696,True,1.169,Delivered within promise
HDEL001178,HORD001178,2018-11-10,2018-11-16,2018-11-14,DHL,Standard,Delivered,0,True,18,11.04,none,6,8,Morning,7.63,False,0.383,Delivered within promise
HDEL001179,HORD001179,2018-10-19,2018-10-26,2018-10-26,Direct Freight,Standard,Delivered,0,True,71,10.38,none,7,3,Afternoon,7.8829,True,0.584,Delivered within promise
HDEL001180,HORD001180,2018-07-25,2018-07-29,2018-07-28,AusPost,Standard,Delivered,0,True,68,14.62,none,4,6,Morning,9.3152,True,0.549,Delivered within promise
HDEL001181,HORD001181,2018-03-27,2018-03-30,2018-04-04,DHL,Standard,Delivered,5,False,45,5.12,carrier_capacity,3,3,Anytime,0.0211,False,0.187,Carrier scan reconciled
HDEL001182,HORD001182,2018-11-04,2018-11-08,2018-11-06,StarTrack,Express,Delivered,0,True,20,16.76,none,4,5,Anytime,4.9986,True,0.419,Delivered within promise
HDEL001183,HORD001183,2018-01-10,2018-01-17,2018-01-15,Direct Freight,Express,Delivered,0,True,28,16.36,none,7,4,Anytime,3.1024,True,0.409,Delivered within promise
HDEL001184,HORD001184,2018-10-14,2018-10-20,2018-10-20,StarTrack,Standard,Delivered,0,True,12,8.46,none,6,9,Afternoon,3.2084,True,0.522,Delivered within promise
HDEL001185,HORD001185,2018-10-17,2018-10-21,2018-10-20,Direct Freight,Standard,Delivered,0,True,62,10.71,none,4,7,Afternoon,8.3161,True,1.146,Delivered within promise
HDEL001186,HORD001186,2018-02-03,2018-02-06,2018-02-04,StarTrack,Express,Delivered,0,True,29,13.39,none,3,8,Morning,2.727,False,0.319,Delivered within promise
HDEL001187,HORD001187,2018-09-05,2018-09-11,2018-09-09,DHL,Standard,Delivered,0,True,10,9.25,none,6,6,Afternoon,7.8818,False,0.425,Delivered within promise
HDEL001188,HORD001188,2018-08-09,2018-08-13,2018-08-17,StarTrack,Standard,Delivered,4,False,28,13.65,weather,4,7,Afternoon,7.63,False,0.423,Carrier scan reconciled
HDEL001189,HORD001189,2018-05-15,2018-05-20,2018-05-20,StarTrack,Standard,Delivered,0,True,2,10.63,none,5,5,Afternoon,6.1961,True,0.528,Delivered within promise
HDEL001190,HORD001190,2018-02-18,2018-02-24,2018-02-22,AusPost,Standard,Delivered,0,True,52,11.21,none,6,5,Afternoon,6.3169,True,1.173,Delivered within promise
HDEL001191,HORD001191,2018-11-25,2018-11-28,2018-11-26,AusPost,Standard,Delivered,0,True,57,9.87,none,3,7,Afternoon,6.9201,False,0.433,Delivered within promise
HDEL001192,HORD001192,2018-04-05,2018-04-09,2018-04-09,Direct Freight,Express,Delivered,0,True,52,18.93,none,4,3,Anytime,3.4133,True,0.431,Delivered within promise
HDEL001193,HORD001193,2018-05-29,2018-06-02,2018-05-31,DHL,Standard,Delivered,0,True,39,8.72,none,4,3,Morning,5.4761,True,0.587,Delivered within promise
HDEL001194,HORD001194,2018-02-14,2018-02-20,2018-02-18,StarTrack,Standard,Delivered,0,True,8,9.34,none,6,8,Morning,3.5045,False,0.309,Delivered within promise
HDEL001195,HORD001195,2018-07-30,2018-08-04,2018-08-02,AusPost,Standard,Delivered,0,True,38,10.79,none,5,3,Morning,4.0513,True,1.051,Delivered within promise
HDEL001196,HORD001196,2018-12-12,2018-12-19,2018-12-17,DHL,Standard,Delivered,0,True,69,11.28,none,7,5,Morning,8.2845,True,0.626,Delivered within promise
HDEL001197,HORD001197,2018-05-26,2018-06-02,2018-05-31,StarTrack,Standard,Delivered,0,True,5,7.62,none,7,4,Afternoon,3.4974,True,0.968,Delivered within promise
HDEL001198,HORD001198,2018-07-08,2018-07-13,2018-07-11,AusPost,Express,Delivered,0,True,39,16.9,none,5,4,Afternoon,3.2662,False,0.319,Delivered within promise
HDEL001199,HORD001199,2018-09-15,2018-09-20,2018-09-18,DHL,Standard,Delivered,0,True,60,5.09,none,5,3,Morning,0.352,True,0.37,Delivered within promise
HDEL001200,HORD001200,2018-02-19,2018-02-22,2018-02-20,AusPost,Standard,Delivered,0,True,44,7.6,none,3,9,Anytime,3.5045,True,0.345,Delivered within promise
HDEL001201,HORD001201,2018-08-24,2018-08-28,2018-09-01,StarTrack,Standard,Delivered,4,False,12,12.16,weather,4,3,Anytime,9.2841,True,1.1,Carrier scan reconciled
HDEL001202,HORD001202,2018-06-15,2018-06-18,2018-06-20,DHL,Standard,Delivered,2,False,40,10.53,carrier_capacity,3,7,Morning,5.0237,False,0.393,Carrier scan reconciled
HDEL001203,HORD001203,2018-07-01,2018-07-07,2018-07-05,StarTrack,Standard,Delivered,0,True,73,13.08,none,6,5,Afternoon,9.8293,True,0.559,Delivered within promise
HDEL001204,HORD001204,2018-02-16,2018-02-23,2018-02-23,AusPost,Standard,Delivered,0,True,24,11.23,none,7,4,Anytime,6.4815,True,0.549,Delivered within promise
HDEL001205,HORD001205,2018-04-13,2018-04-16,2018-04-16,StarTrack,Standard,Delivered,0,True,24,10.65,none,3,9,Morning,6.4077,True,0.52,Delivered within promise
HDEL001206,HORD001206,2018-04-07,2018-04-14,2018-04-14,DHL,Standard,Delivered,0,True,32,8.75,none,7,8,Morning,4.6129,True,1.005,Delivered within promise
HDEL001207,HORD001207,2018-05-10,2018-05-16,2018-05-16,StarTrack,Express,Delivered,0,True,31,18.93,none,6,3,Anytime,6.1842,True,0.471,Delivered within promise
HDEL001208,HORD001208,2018-06-16,2018-06-23,2018-06-21,StarTrack,Standard,Delivered,0,True,32,8.48,none,7,8,Morning,2.8541,True,0.352,Delivered within promise
HDEL001209,HORD001209,2018-09-17,2018-09-24,2018-09-24,DHL,Standard,Delivered,0,True,71,8.15,none,7,3,Anytime,6.4069,True,0.494,Delivered within promise
HDEL001210,HORD001210,2018-12-21,2018-12-27,2018-12-26,Direct Freight,Standard,Delivered,0,True,38,6.97,none,6,9,Morning,1.6151,True,0.311,Delivered within promise
HDEL001211,HORD001211,2018-05-28,2018-05-31,2018-05-29,StarTrack,Standard,Delivered,0,True,40,9.31,none,3,8,Morning,7.5335,True,0.672,Delivered within promise
HDEL001212,HORD001212,2018-12-02,2018-12-09,2018-12-07,StarTrack,Standard,Delivered,0,True,35,11.54,none,7,7,Morning,8.9996,True,0.687,Delivered within promise
HDEL001213,HORD001213,2018-08-31,2018-09-05,2018-09-03,StarTrack,Standard,Delivered,0,True,40,8.41,none,5,8,Anytime,2.9832,True,1.49,Delivered within promise
HDEL001214,HORD001214,2018-12-03,2018-12-08,2018-12-06,Direct Freight,Standard,Delivered,0,True,65,8.56,none,5,4,Afternoon,5.0419,True,0.364,Delivered within promise
HDEL001215,HORD001215,2018-10-19,2018-10-22,2018-10-22,Direct Freight,Standard,Delivered,0,True,18,11.05,none,3,7,Afternoon,7.098,True,0.566,Delivered within promise
HDEL001216,HORD001216,2018-11-21,2018-11-28,2018-11-27,AusPost,Standard,Delivered,0,True,44,11.09,none,7,9,Anytime,8.6612,True,1.22,Delivered within promise
HDEL001217,HORD001217,2018-04-23,2018-04-29,2018-04-27,StarTrack,Standard,Delivered,0,True,65,10.39,none,6,5,Anytime,8.3535,True,0.746,Delivered within promise
HDEL001218,HORD001218,2018-09-18,2018-09-24,2018-09-24,Direct Freight,Standard,Delivered,0,True,14,5.17,none,6,8,Afternoon,0.4969,True,0.322,Delivered within promise
HDEL001219,HORD001219,2018-10-31,2018-11-05,2018-11-05,StarTrack,Standard,Delivered,0,True,55,8.0,none,5,9,Anytime,3.1054,False,0.365,Delivered within promise
HDEL001220,HORD001220,2018-05-14,2018-05-18,2018-05-18,StarTrack,Standard,Delivered,0,True,32,9.25,none,4,9,Anytime,4.9538,False,0.888,Delivered within promise
HDEL001221,HORD001221,2018-11-11,2018-11-14,2018-11-13,Direct Freight,Express,Delivered,0,True,71,14.18,none,3,9,Anytime,5.195,False,0.427,Delivered within promise
HDEL001222,HORD001222,2018-07-31,2018-08-05,2018-08-03,AusPost,Express,Delivered,0,True,13,25.37,none,5,3,Afternoon,5.389,True,0.868,Delivered within promise
HDEL001223,HORD001223,2018-09-15,2018-09-20,2018-09-18,Direct Freight,Standard,Delivered,0,True,9,6.51,none,5,9,Afternoon,1.5176,True,0.361,Delivered within promise
HDEL001224,HORD001224,2018-05-29,2018-06-05,2018-06-04,StarTrack,Standard,Delivered,0,True,52,9.24,none,7,4,Afternoon,4.8774,True,0.469,Delivered within promise
HDEL001225,HORD001225,2018-09-07,2018-09-13,2018-09-11,Direct Freight,Standard,Delivered,0,True,26,11.22,none,6,7,Anytime,7.5034,True,0.393,Delivered within promise
HDEL001226,HORD001226,2018-09-15,2018-09-20,2018-09-19,StarTrack,Standard,Delivered,0,True,43,7.57,none,5,4,Anytime,4.7948,False,0.439,Delivered within promise
HDEL001227,HORD001227,2018-07-04,2018-07-10,2018-07-14,Direct Freight,Standard,Delivered,4,False,47,14.36,warehouse_congestion,6,6,Anytime,9.0062,False,0.484,Carrier scan reconciled
HDEL001228,HORD001228,2018-11-23,2018-11-28,2018-11-29,StarTrack,Standard,Delivered,1,False,60,8.66,warehouse_congestion,5,6,Morning,5.4052,False,0.447,Carrier scan reconciled
HDEL001229,HORD001229,2018-02-01,2018-02-05,2018-02-05,StarTrack,Standard,Delivered,0,True,62,7.33,none,4,7,Afternoon,1.2385,False,0.31,Delivered within promise
HDEL001230,HORD001230,2018-05-10,2018-05-17,2018-05-15,Direct Freight,Express,Delivered,0,True,66,17.41,none,7,6,Morning,5.4286,False,0.341,Delivered within promise
HDEL001231,HORD001231,2018-07-31,2018-08-06,2018-08-04,AusPost,Standard,Delivered,0,True,31,11.23,none,6,6,Anytime,7.5454,True,0.377,Delivered within promise
HDEL001232,HORD001232,2018-06-24,2018-06-29,2018-06-27,DHL,Express,Delivered,0,True,66,19.39,none,5,3,Anytime,5.6386,True,0.404,Delivered within promise
HDEL001233,HORD001233,2018-07-26,2018-07-29,2018-08-03,DHL,Standard,Delivered,5,False,53,9.21,warehouse_congestion,3,6,Anytime,4.5003,True,1.059,Carrier scan reconciled
HDEL001234,HORD001234,2018-04-07,2018-04-12,2018-04-11,DHL,Standard,Delivered,0,True,9,7.42,none,5,4,Anytime,4.2452,False,0.311,Delivered within promise
HDEL001235,HORD001235,2018-04-07,2018-04-10,2018-04-10,DHL,Standard,Delivered,0,True,35,8.08,none,3,4,Morning,3.4523,True,0.405,Delivered within promise
HDEL001236,HORD001236,2018-01-05,2018-01-12,2018-01-12,DHL,Standard,Delivered,0,True,32,8.2,none,7,7,Anytime,2.5378,False,0.41,Delivered within promise
HDEL001237,HORD001237,2018-09-30,2018-10-05,2018-10-05,Direct Freight,Express,Delivered,0,True,40,17.08,none,5,4,Anytime,2.977,True,0.412,Delivered within promise
HDEL001238,HORD001238,2018-02-22,2018-03-01,2018-02-27,AusPost,Standard,Delivered,0,True,29,12.21,none,7,7,Morning,9.8629,True,0.649,Delivered within promise
HDEL001239,HORD001239,2018-03-06,2018-03-09,2018-03-08,DHL,Standard,Delivered,0,True,57,9.41,none,3,4,Morning,6.7965,True,0.565,Delivered within promise
HDEL001240,HORD001240,2019-01-01,2019-01-06,2019-01-06,AusPost,Standard,Delivered,0,True,14,9.69,none,5,7,Anytime,8.2682,True,0.545,Delivered within promise
HDEL001241,HORD001241,2018-06-03,2018-06-07,2018-06-05,StarTrack,Standard,Delivered,0,True,61,8.53,none,4,4,Anytime,5.5371,True,0.449,Delivered within promise
HDEL001242,HORD001242,2018-11-04,2018-11-10,2018-11-12,AusPost,Standard,Delivered,2,False,34,9.71,warehouse_congestion,6,6,Afternoon,4.4728,True,0.426,Carrier scan reconciled
HDEL001243,HORD001243,2018-07-29,2018-08-03,2018-08-02,AusPost,Standard,Delivered,0,True,26,12.52,none,5,7,Anytime,5.3482,True,1.071,Delivered within promise
HDEL001244,HORD001244,2018-07-17,2018-07-24,2018-07-24,StarTrack,Standard,Delivered,0,True,10,12.37,none,7,6,Afternoon,4.4789,True,0.489,Delivered within promise
HDEL001245,HORD001245,2018-08-13,2018-08-18,2018-08-16,Direct Freight,Standard,Delivered,0,True,59,10.17,none,5,5,Morning,1.2684,True,0.451,Delivered within promise
HDEL001246,HORD001246,2018-10-22,2018-10-26,2018-10-25,AusPost,Express,Delivered,0,True,25,14.06,none,4,3,Afternoon,3.2503,False,0.276,Delivered within promise
HDEL001247,HORD001247,2018-11-28,2018-12-03,2018-12-03,StarTrack,Express,Delivered,0,True,70,13.64,none,5,8,Afternoon,3.994,False,0.406,Delivered within promise
HDEL001248,HORD001248,2018-02-10,2018-02-13,2018-02-12,DHL,Standard,Delivered,0,True,37,10.48,none,3,7,Afternoon,6.132,True,0.715,Delivered within promise
HDEL001249,HORD001249,2018-11-17,2018-11-20,2018-11-19,StarTrack,Standard,Delivered,0,True,52,8.65,none,3,7,Morning,5.7964,True,0.982,Delivered within promise
HDEL001250,HORD001250,2018-06-14,2018-06-18,2018-06-18,Direct Freight,Standard,Delivered,0,True,17,9.28,none,4,9,Anytime,1.9657,False,0.282,Delivered within promise
HDEL001251,HORD001251,2018-05-03,2018-05-06,2018-05-06,AusPost,Standard,Delivered,0,True,61,9.34,none,3,7,Anytime,4.9803,False,0.354,Delivered within promise
HDEL001252,HORD001252,2018-01-29,2018-02-03,2018-02-03,StarTrack,Standard,Delivered,0,True,21,8.71,none,5,3,Afternoon,6.2426,True,0.41,Delivered within promise
HDEL001253,HORD001253,2018-04-21,2018-04-25,2018-04-23,StarTrack,Standard,Delivered,0,True,66,9.5,none,4,5,Afternoon,7.5454,True,0.723,Delivered within promise
HDEL001254,HORD001254,2018-08-23,2018-08-27,2018-08-26,StarTrack,Standard,Delivered,0,True,4,8.33,none,4,8,Afternoon,2.2281,True,0.341,Delivered within promise
HDEL001255,HORD001255,2018-02-19,2018-02-22,2018-02-20,Direct Freight,Standard,Delivered,0,True,28,9.81,none,3,4,Afternoon,5.547,False,0.376,Delivered within promise
HDEL001256,HORD001256,2018-10-28,2018-11-04,2018-11-04,AusPost,Standard,Delivered,0,True,25,9.05,none,7,7,Anytime,3.5701,True,0.498,Delivered within promise
HDEL001257,HORD001257,2018-08-16,2018-08-20,2018-08-19,Direct Freight,Standard,Delivered,0,True,5,13.69,none,4,5,Anytime,7.6405,True,1.014,Delivered within promise
HDEL001258,HORD001258,2018-03-15,2018-03-19,2018-03-18,AusPost,Express,Delivered,0,True,3,15.23,none,4,9,Anytime,3.4407,True,0.468,Delivered within promise
HDEL001259,HORD001259,2018-08-26,2018-08-29,2018-08-29,AusPost,Standard,Delivered,0,True,61,10.03,none,3,3,Morning,4.1643,False,0.44,Delivered within promise
HDEL001260,HORD001260,2018-09-08,2018-09-12,2018-09-11,AusPost,Standard,Delivered,0,True,32,9.53,none,4,5,Afternoon,5.9668,False,0.45,Delivered within promise
HDEL001261,HORD001261,2018-08-10,2018-08-15,2018-08-15,Direct Freight,Standard,Delivered,0,True,45,12.93,none,5,5,Morning,9.8293,True,1.198,Delivered within promise
HDEL001262,HORD001262,2018-06-11,2018-06-17,2018-06-15,AusPost,Standard,Delivered,0,True,4,13.24,none,6,5,Anytime,6.6334,True,0.973,Delivered within promise
HDEL001263,HORD001263,2018-12-12,2018-12-16,2018-12-14,Direct Freight,Standard,Delivered,0,True,25,9.41,none,4,7,Afternoon,4.7948,False,0.378,Delivered within promise
HDEL001264,HORD001264,2018-02-26,2018-03-03,2018-03-02,AusPost,Standard,Delivered,0,True,27,10.84,none,5,6,Anytime,5.537,True,0.441,Delivered within promise
HDEL001265,HORD001265,2018-10-22,2018-10-26,2018-10-24,Direct Freight,Standard,Delivered,0,True,7,9.0,none,4,8,Afternoon,6.6332,True,0.46,Delivered within promise
HDEL001266,HORD001266,2018-07-21,2018-07-27,2018-07-26,Direct Freight,Standard,Delivered,0,True,53,10.99,none,6,6,Morning,6.9106,True,0.697,Delivered within promise
HDEL001267,HORD001267,2018-05-28,2018-06-01,2018-06-01,AusPost,Standard,Delivered,0,True,38,11.77,none,4,9,Morning,7.5832,True,0.515,Delivered within promise
